z,ra,dec
0.047255,19.648807,-0.28021929
0.047257,199.16554,-0.96438148
0.047261,149.70775,0.16144659
0.047262,19.85396,0.62630858
0.047265,39.824528,0.53889679
0.047266,190.84788,-0.74095158
0.047271,192.68539,0.40538848
0.047273,154.82788,-0.40687768
0.047274,4.4858947,0.60528662
0.047279,315.64422,-0.88837752
0.047376,201.77987,0.96970846
0.047379,201.28137,0.91589211
0.047383,142.83144,-0.34440606
0.047383,144.93277,-0.62830073
0.047387,177.16846,-0.28619944
0.047399,9.5180555,-0.74980708
0.047404,178.8018,1.2922435
0.047413,30.754597,-0.27274004
0.047417,172.64623,2.6011663
0.047417,199.36258,2.1085139
0.047421,148.97539,0.33293438
0.047422,203.0281,0.51736123
0.047426,179.85167,-0.41091878
0.047426,191.62915,0.42457589
0.047427,57.32639,-0.69151075
0.047432,17.046785,-0.65539777
0.047432,204.08481,-0.41274751
0.047438,198.85348,1.1286887
0.047443,193.74216,2.943093
0.047446,199.59883,1.4771595
0.047456,202.83088,0.52107883
0.047461,146.57607,2.8843275
0.047461,179.34421,1.4951418
0.047469,193.92302,2.7134801
0.04747,144.22782,0.1742846
0.047474,4.4526723,0.71651653
0.04748,47.642076,0.49407267
0.047483,153.34334,-0.87179442
0.047492,193.76156,-0.66349822
0.047492,153.68897,-0.8794834
0.047493,19.814491,-1.0256859
0.047497,199.92005,1.3184241
0.04751,206.80646,-0.67132914
0.047514,154.52169,1.2919412
0.047519,203.39556,-0.83826007
0.04754,314.22213,0.17915489
0.047544,198.0276,-2.6822211
0.047548,193.78575,2.088412
0.047558,200.524,0.72218056
0.047561,193.75817,0.25963864
0.047564,207.60453,-1.8931986
0.047567,168.65974,-0.6104724
0.047567,174.72828,2.77745
0.047573,198.48625,2.1228583
0.047576,193.63383,1.7594256
0.047577,154.04075,2.9586123
0.047586,170.17465,2.4648956
0.04759,149.84664,2.6938116
0.047594,173.58453,-1.3488502
0.047597,148.81045,0.61289957
0.047598,190.52473,-0.04483154
0.047601,195.01955,1.6750381
0.047604,193.21424,-0.32180475
0.047607,310.59311,-0.25323845
0.047621,316.18701,-0.21584515
0.047622,148.54937,-0.06612528
0.047623,190.65078,-0.74446744
0.047624,194.09583,-2.8421982
0.04763,177.55191,-0.46261324
0.047631,193.68361,-2.9066174
0.047637,175.65954,1.1226573
0.047638,199.26416,-1.9181693
0.047645,179.4455,0.62863439
0.047646,193.57483,-2.5897606
0.047654,193.81908,0.24688776
0.047661,193.9094,-0.95823015
0.047665,189.32439,1.5658459
0.047675,172.0407,2.8086452
0.047679,199.90518,0.84554401
0.047687,212.19793,1.3179675
0.047691,194.19108,2.6638744
0.047695,176.74626,-1.0941171
0.0477,200.04749,1.2718146
0.047705,216.41069,-2.1683413
0.047712,194.38952,1.370469
0.047722,4.6111264,0.58888663
0.047727,226.91862,0.91053628
0.04773,205.49588,0.60149165
0.047731,191.49384,0.26076909
0.047734,147.80827,1.4847979
0.047735,205.81206,0.60750216
0.047738,193.35854,-2.2572308
0.047741,196.77093,2.7269983
0.047746,193.93808,-0.6435752
0.04775,193.97964,2.9742896
0.047753,170.10167,2.9348996
0.047754,189.89664,-2.7462433
0.047755,198.84867,1.1439424
0.047756,14.052428,-0.66611573
0.047756,213.71187,-2.1926499
0.047775,163.53433,0.36103057
0.047787,174.2469,-1.8747081
0.047793,193.96702,2.7989364
0.047794,171.28081,2.7346986
0.047798,190.6609,-2.0398277
0.047804,39.265927,-0.22122122
0.047806,218.72427,-1.137177
0.047807,191.17638,-1.4983778
0.04781,173.29342,2.8160249
0.047813,199.56248,-1.7443591
0.047814,203.5205,0.21706315
0.047816,309.738,0.66745156
0.04782,177.30164,2.6807003
0.04782,190.78359,2.9135693
0.047822,199.86259,-2.7394933
0.047837,330.83988,-1.0956575
0.047841,39.757738,0.51783761
0.047842,193.59988,-2.6658614
0.047853,183.15426,1.3350575
0.04786,213.63562,-2.2028532
0.047867,204.38376,0.48536833
0.04787,194.72775,-0.97274571
0.047874,190.65749,-0.69430954
0.047876,170.80571,2.4837203
0.047877,240.4404,2.480415
0.047883,173.06051,-1.3030137
0.047883,2.9384235,-0.90852873
0.047884,212.93925,-0.23056707
0.047886,314.21215,0.11589414
0.04789,147.80342,2.6585793
0.047899,145.52862,2.4344714
0.047902,172.60915,-1.0328737
0.047905,184.55558,2.7834289
0.047906,19.168828,-1.1945099
0.04791,194.17431,1.1425961
0.047911,238.90867,2.6673075
0.047915,213.78632,-1.8110869
0.047917,28.778173,-0.18480759
0.047919,238.66237,2.488593
0.047921,313.43901,0.9684425
0.047925,16.685722,-1.1701104
0.047942,340.31489,0.97212443
0.047945,189.3243,-2.0605717
0.047945,309.69166,-0.38836449
0.047947,172.87695,-1.168685
0.047954,148.00403,1.559831
0.047957,240.00138,2.9799707
0.047958,206.58354,-0.32963588
0.047967,13.915428,-0.87660669
0.047967,213.79186,-1.7343206
0.04797,193.34936,-0.42319243
0.04797,190.73371,-2.4758318
0.047975,8.9019283,0.54383147
0.047977,189.95157,-2.7960688
0.047979,316.76646,1.257123
0.047982,190.48643,-2.5257301
0.047985,175.90043,-1.9750878
0.047991,194.14819,-2.5221706
0.047994,207.95621,0.51162867
0.047995,206.84054,0.54753356
0.047995,210.90651,-0.1400138
0.047999,163.54035,0.40973618
0.048,2.8458504,-1.0736992
0.048006,176.54093,-2.7404112
0.048007,315.57359,1.0141431
0.048014,195.14812,1.7864832
0.048017,207.58229,0.54808423
0.048019,56.391982,-0.50724899
0.048019,193.47058,1.6508546
0.048022,314.19757,0.11024064
0.04803,172.81558,-1.2063545
0.048034,39.511765,0.12417094
0.048038,211.78251,0.8510492
0.048053,317.58146,1.0787121
0.048055,191.12741,-1.8495599
0.048057,172.71366,-1.1077492
0.048058,193.95043,0.13194817
0.048084,238.84099,2.42438
0.048089,147.32951,0.0289027
0.048092,187.84563,0.94738851
0.048101,143.9221,1.2298352
0.048104,190.53611,-1.9443395
0.048104,325.44007,0.56449484
0.048105,166.80745,-0.51609176
0.048105,232.86199,1.4250589
0.048107,168.45178,-0.70089573
0.048109,54.355119,-0.24586559
0.048111,16.459128,0.24227721
0.048111,162.98346,-0.41749728
0.048115,19.780322,0.68144596
0.048116,190.01525,-0.87979511
0.048126,54.388635,0.14374742
0.048128,194.08631,-1.5688081
0.048128,166.64361,-0.85483135
0.048132,198.23356,0.94118815
0.048133,196.67562,2.9319964
0.048133,337.88612,0.67290918
0.048136,203.78493,0.55713026
0.048137,190.91479,-0.2733182
0.048143,236.62046,2.3857821
0.048145,49.180258,0.52550771
0.048148,137.68778,-0.10417854
0.048159,148.20527,1.0561413
0.04816,48.969607,0.51163103
0.048171,199.6044,-1.6360797
0.048172,207.98495,0.55108438
0.048176,223.26879,-2.0599568
0.048178,190.98523,-1.7699107
0.04818,200.24372,-0.89593298
0.048182,170.35191,1.6401496
0.048187,190.85677,-0.08997351
0.048189,200.51201,0.65323874
0.0482,206.11887,1.4500765
0.048207,190.61696,-1.5846127
0.006382,22.160654,-0.6752479
0.008909,42.219416,-0.35106701
0.021366,151.79943,0.80904455
0.043434,349.32808,-0.49562456
0.012591,203.56503,-0.28818294
0.017208,18.631776,-0.06745884
0.020421,180.94629,-0.33659179
0.023083,188.55481,-2.3589014
0.023791,353.18585,-0.97991198
0.003533,177.88897,-2.3727772
0.043166,30.430807,-1.0697996
0.043244,44.168494,-0.93728155
0.043552,346.6947,-0.3224016
0.044798,18.73999,0.43080368
0.045361,18.78638,0.57601003
0.04607,154.84357,2.7426136
0.047265,190.77711,-0.43792219
0.04731,190.9904,1.7271901
0.047436,199.50737,1.7361636
0.047639,199.67907,-0.17889562
0.048563,39.812583,0.47847746
0.049889,346.09985,-1.1724021
0.049927,169.87264,1.6196076
0.0342,217.63638,1.8533049
0.034203,161.386,2.1390123
0.034221,222.8044,2.6469135
0.034227,200.03663,-1.0563827
0.034227,210.59877,-2.2007794
0.034253,165.06372,2.9052284
0.034263,229.36383,0.11941262
0.034266,182.63408,-1.3142488
0.03427,210.7768,0.27262896
0.034279,132.34201,1.4226024
0.034281,168.48615,2.872278
0.034283,18.588449,-0.85266258
0.034286,203.15102,-0.38944384
0.034299,349.96468,0.42421797
0.034299,18.552473,-0.95147046
0.034304,156.43787,1.4369974
0.034316,224.08068,1.5837153
0.03432,182.6582,-1.3373358
0.034343,219.80138,0.9453377
0.034355,220.03722,0.90753997
0.034371,215.9925,-1.1284068
0.034383,318.01195,-0.48329344
0.034392,220.18235,1.0337562
0.034397,150.64775,-0.06760902
0.034402,349.81186,1.007259
0.034421,204.02968,2.7664117
0.034428,222.2268,0.46285512
0.034453,132.34244,1.4012839
0.034454,226.03052,-2.0037437
0.034456,217.55201,0.33354607
0.034461,203.24709,-0.34537014
0.034466,219.04151,-2.8806155
0.034472,221.89541,-0.51579364
0.034478,203.1619,0.87047116
0.034493,203.35957,-0.0439789
0.034494,198.83981,1.9275559
0.034495,198.87812,2.0697709
0.034498,156.20971,-0.89526469
0.034499,217.29903,-0.23758887
0.0345,18.681176,-0.54869128
0.034506,41.688084,0.14068848
0.034509,36.139073,-0.96278517
0.034524,150.29948,0.32932078
0.034533,203.85836,0.13268246
0.034548,148.52474,0.65054949
0.034557,222.70627,-1.2432825
0.034564,43.741626,0.81027319
0.034573,154.69306,-0.45788716
0.034599,202.00834,-1.8282215
0.034608,222.16558,0.44777786
0.034613,184.6864,-0.81826358
0.034613,351.55785,1.1411482
0.034616,210.32611,2.9969044
0.034632,156.72749,-0.54149707
0.034633,335.04539,0.81853886
0.034635,39.073487,0.65626255
0.034636,218.04676,0.40050719
0.034646,16.697423,0.89671286
0.034652,13.238404,0.38816118
0.034655,148.64297,0.69178339
0.034656,10.20516,0.03132663
0.034661,319.41656,0.42157997
0.034667,320.37268,0.60923487
0.034679,319.30391,0.83408374
0.034683,223.04246,-1.872529
0.034688,211.81609,1.0649946
0.03469,224.19096,2.7911057
0.034701,149.1391,0.59698579
0.034723,224.13713,1.5604736
0.034734,11.388329,0.18157795
0.034741,148.55894,0.63831949
0.034743,198.89631,1.8395406
0.034746,211.82818,1.2819505
0.034751,50.913996,0.44014706
0.034756,197.87229,-2.4734431
0.034758,219.2504,0.5647542
0.034764,215.53472,-1.8598822
0.034765,225.4049,2.2472973
0.034768,132.7204,1.2501147
0.034789,50.650386,0.50807213
0.034821,132.61309,1.0441212
0.034863,224.57346,1.822747
0.034868,223.3689,0.83399219
0.034873,147.45675,1.0925765
0.034906,225.81288,-2.0667432
0.034929,9.3992204,0.28068526
0.034938,226.5233,-0.64178809
0.034962,164.55565,2.6477702
0.034964,328.80177,0.98514149
0.03497,214.42378,2.5378403
0.03497,353.24537,0.97929031
0.034971,316.35742,-0.89297395
0.034974,213.37614,2.167641
0.034983,149.55064,0.23722537
0.034991,182.0063,0.46969658
0.035,319.50362,0.57086585
0.035002,224.0462,0.44727066
0.035004,222.96439,-1.8067709
0.03501,51.480434,-0.66548674
0.035014,217.29077,-0.35167238
0.035035,157.444,0.1455754
0.035042,343.74192,-0.05343046
0.035058,180.23972,-2.7566037
0.035075,52.661082,-0.95160687
0.035085,222.86485,-2.3319032
0.035087,217.68676,-0.79862283
0.035108,226.99709,1.2317122
0.035108,10.850767,0.96038552
0.035111,52.664405,-0.94003456
0.035113,194.43357,-1.6287354
0.035129,182.3318,-0.52745432
0.035131,225.35227,2.4663146
0.035133,224.01471,-0.61567066
0.035137,148.54249,0.60547208
0.03514,218.06809,0.37972498
0.035142,197.64018,1.5121973
0.035146,159.15559,1.0783553
0.035149,131.73222,2.4048153
0.035158,200.1801,-2.71514
0.035167,211.63321,-1.9688491
0.03518,225.33809,1.6370643
0.035203,50.707955,-0.6123796
0.035209,216.43021,2.9857403
0.035215,213.55975,2.7587783
0.035242,224.28659,2.0442122
0.035242,227.08539,1.2090565
0.035267,227.05768,0.51453848
0.035274,209.18652,2.4371165
0.035274,157.32993,-0.69570955
0.035277,50.849799,0.44543503
0.035281,183.11341,-0.29713319
0.035288,225.10548,2.7011123
0.035288,39.17521,0.78538075
0.035292,354.44685,-0.5158019
0.0353,123.01669,2.9719577
0.03532,168.24916,2.680864
0.035337,217.84483,0.29533839
0.035339,222.84175,-1.8346237
0.03534,146.81044,2.083967
0.035351,225.72786,1.1074951
0.035361,235.02386,1.9336313
0.035362,225.14541,1.6893329
0.035366,180.25114,-1.3894819
0.035376,224.28622,2.0343433
0.035379,224.10634,0.86354344
0.035391,192.10663,0.58360268
0.035422,149.41685,0.0004286611
0.035426,184.35918,2.6259742
0.035427,225.21492,2.4200273
0.035437,182.11872,0.16357377
0.03544,226.23719,2.8149984
0.03544,8.9612424,0.86935203
0.035443,202.88235,-2.018376
0.035446,167.70215,2.4718438
0.035447,149.06118,0.10304762
0.035454,162.27623,2.2241458
0.035463,38.712158,0.67385564
0.003083,195.66995,1.074139
0.003383,180.34297,2.1856534
0.003553,178.15495,-2.4694445
0.003652,177.88725,-2.372798
0.004575,180.08377,-1.106491
0.005024,146.00779,-0.64227163
0.005248,218.18741,2.9132706
0.005283,225.9819,0.43213741
0.005367,225.98428,0.42961035
0.005502,161.23336,0.74261784
0.006086,223.00812,2.9782878
0.006805,185.04771,1.9585667
0.008313,39.119862,-0.97496223
0.010913,6.2809564,0.31267512
0.01177,148.17263,2.1328171
0.012455,189.12711,0.2211941
0.013474,217.72297,0.46287424
0.013601,57.28304,1.1620583
0.014796,43.608848,-0.6896386
0.015371,208.1863,0.1314426
0.016229,144.16537,0.40911746
0.017892,14.731111,1.0048435
0.018858,24.29637,0.88243006
0.019857,181.88322,1.6373596
0.001681,5.1445799,-0.47075586
0.003088,172.52181,-0.73003562
0.00312,237.2679,-0.67316826
0.004299,332.82318,0.93849057
0.004756,185.35032,1.2911356
0.005132,233.47541,-1.9206994
0.033333,152.02016,-0.38987908
0.002805,193.67346,2.1044679
0.002973,190.3715,-0.71983187
0.003261,193.36797,2.1731859
0.003338,189.44371,-2.7816425
0.003699,18.585349,0.91719977
0.003722,190.6361,-1.3506446
0.003746,193.14062,-1.7302072
0.003751,193.33846,1.269122
0.003773,187.76477,1.675645
0.003875,192.45923,2.8512807
0.003982,191.1199,0.46807726
0.004109,225.51512,1.8405696
0.004123,196.13287,-2.9881759
0.004212,178.77045,1.7197911
0.004262,190.82985,1.9772888
0.004306,189.95947,1.6726155
0.004365,193.80272,0.11666026
0.004422,192.66233,1.4645169
0.004447,190.58857,2.0666243
0.00463,181.33292,-0.48019545
0.004843,355.08644,1.2458505
0.0049,212.90746,-1.1561632
0.004947,195.2653,-1.9534123
0.004991,226.03519,1.524607
0.004991,13.220004,1.2140812
0.004991,18.876844,-0.86094635
0.005038,193.22164,-0.82259414
0.005077,187.25896,2.7232049
0.005133,228.9285,1.4557678
0.0052,221.10187,1.679772
0.005218,191.38288,-0.53311791
0.005265,185.1153,1.46971
0.005269,217.15767,0.55314394
0.005296,212.55378,-2.5758883
0.005298,35.625385,-0.61739013
0.005349,190.01199,-1.0507696
0.005387,219.9138,2.5818063
0.005393,220.69149,2.1238416
0.005457,220.24299,2.1865514
0.005476,215.599,-0.38770336
0.005477,191.38328,-0.53571473
0.005478,221.31598,-0.1594907
0.005745,220.23482,-0.31817036
0.00581,227.3123,1.9216166
0.005872,225.26296,0.70762255
0.006038,340.39119,0.40061273
0.006067,228.13224,0.81258204
0.006098,225.06907,2.300715
0.006104,185.49085,2.3450778
0.006144,162.25636,-0.64041284
0.006149,227.02337,1.6515934
0.006181,189.52154,1.477751
0.006196,224.47133,0.93422315
0.006336,228.17247,1.6232568
0.006351,178.90387,1.2372037
0.006403,220.45285,0.68698536
0.006447,145.51241,0.33917087
0.006463,235.4981,0.71280211
0.00651,223.03313,-2.5297472
0.006574,224.53263,-1.3125316
0.006656,180.67602,1.9767987
0.006694,227.19655,1.9001905
0.006718,230.23098,-2.5778823
0.006731,228.03395,1.5857131
0.006828,18.719527,-1.0952887
0.007013,226.94924,1.2920493
0.007264,225.24733,1.8767136
0.007926,160.73099,-0.14028242
0.007987,226.26866,1.9641746
0.00803,178.60437,-2.319567
0.008084,187.21128,-2.0608186
0.008593,134.16946,0.37502751
0.008839,190.96212,-0.56121756
0.008903,39.004034,0.42021007
0.008932,41.645408,-0.25019275
0.009201,40.271476,0.93144154
0.009254,233.27338,-1.6282726
0.009315,194.25135,1.0285675
0.009319,217.52509,-2.0277417
0.009502,45.167449,0.0204161
0.009804,24.283655,-0.56493387
0.009822,181.05224,0.80257168
0.0109,203.12818,1.8477112
0.010924,133.13101,0.85358085
0.011157,202.91926,1.8000533
0.011299,134.81541,0.39164031
0.011471,144.05237,1.4731131
0.011603,210.17899,-0.50570135
0.01167,234.42953,-1.7526571
0.011722,204.70609,-1.693817
0.011857,142.02042,2.580656
0.011916,318.00162,-0.27956796
0.012029,152.82447,0.44239733
0.012168,140.16774,2.4519963
0.012292,202.1932,-2.0398085
0.012333,311.77318,0.08776949
0.012536,190.50287,0.753949
0.012588,236.50547,2.7142568
0.012747,134.07802,-0.44150027
0.012752,20.338844,0.09040488
0.012754,136.21096,0.74338173
0.012769,133.96787,2.5242581
0.012791,313.35261,0.65196087
0.012816,167.35544,-0.09773126
0.012841,197.85979,-0.24973076
0.012853,204.08863,-0.460621
0.012958,144.10962,-0.57136802
0.01296,204.68937,-0.41691576
0.013001,6.9572206,-1.1999658
0.013003,208.83124,1.4892896
0.013117,135.78086,0.85818698
0.013172,3.6327069,-0.73755098
0.013174,130.81631,1.4840915
0.013281,131.6546,2.827022
0.013443,168.04433,-0.97923426
0.013458,236.4413,2.409853
0.013496,130.98705,1.5842666
0.013527,131.2148,1.1556085
0.013551,45.954639,-1.1037323
0.013681,236.43947,2.4094384
0.013781,192.82139,0.52052388
0.013791,216.4434,-0.83669949
0.013851,8.3117996,0.20101874
0.013893,7.4099163,0.41037371
0.013939,203.39079,-2.0026258
0.013945,235.9338,-0.2382895
0.01395,57.743018,-0.70161849
0.01395,9.4992296,0.70998732
0.013973,45.921632,-1.0735545
0.014129,311.75635,0.40422556
0.014229,311.55587,-0.89568552
0.014243,312.00167,-0.17928618
0.014261,43.731445,0.11104887
0.01434,10.865846,-0.12807975
0.014517,6.9743469,-0.9668345
0.014571,322.04087,1.141077
0.01458,208.20877,2.2638104
0.014584,348.58103,0.18285296
0.014656,236.64565,-0.9063193
0.014662,208.73618,2.0957065
0.014662,208.25365,2.262237
0.014693,9.8951018,0.85988943
0.014695,203.42198,-1.897687
0.014719,348.6401,0.2345323
0.014751,326.53275,1.0632716
0.01481,208.8103,1.907755
0.014835,29.044036,0.25446367
0.014853,204.80526,-1.1209655
0.015003,326.66475,1.175899
0.015054,17.898059,0.46103067
0.01508,57.526979,-0.21733347
0.015253,157.23847,2.185771
0.01529,208.1104,-1.2736484
0.015325,12.715061,0.8512079
0.01538,22.801833,-0.61076947
0.015412,23.396903,-1.0920381
0.015538,18.653572,1.1796388
0.01556,338.45751,0.48290711
0.015745,341.91439,0.32106207
0.015826,340.23993,-1.2524269
0.015841,327.28041,0.44731382
0.015857,143.54363,0.25797239
0.015893,329.46795,0.32509217
0.015945,172.92552,-2.340451
0.015973,189.94066,0.89823766
0.015992,328.09361,-1.1710993
0.016037,172.85897,-2.5859299
0.016102,190.27275,-0.08316515
0.016111,21.707062,-0.97529863
0.016191,181.36636,1.8613957
0.016193,340.20099,-1.1538227
0.016218,161.97756,0.81251961
0.016229,344.51863,-0.46225139
0.016328,144.11121,1.1913609
0.016333,143.50156,2.4772922
0.016343,344.76335,-0.32939483
0.016364,346.01733,0.7806696
0.016385,202.34006,-0.77973284
0.016391,346.66313,0.57811124
0.016429,24.404718,0.04017442
0.015817,28.533447,-0.74250648
0.016257,327.79885,-0.94363312
0.019916,172.39441,1.0680427
0.020081,182.27832,0.47330678
0.020613,195.06826,1.5576338
0.021108,147.99887,1.0465755
0.021183,38.670933,0.81134059
0.022397,353.98571,0.70384962
0.02437,210.68201,-2.3345435
0.024497,185.08284,-0.8491797
0.025993,216.53985,1.9861166
0.027194,230.6039,-1.7567889
0.0272,223.35522,2.3030299
0.028264,38.757608,-0.33257322
0.029418,333.16074,-0.69121785
0.032091,149.40105,1.5852511
0.033091,236.05571,-1.3793433
0.043834,21.848521,1.0092988
0.043842,24.574099,1.2366771
0.043856,175.86593,-1.5985713
0.04386,42.73144,0.36688431
0.043861,222.32233,-2.3069185
0.043866,223.40383,0.0056962864
0.043881,30.474693,0.72122586
0.04389,172.75519,0.62705211
0.043908,319.18254,0.17032503
0.043908,167.84057,1.4324899
0.043917,43.174647,-0.30255176
0.043925,18.870202,0.51485062
0.043933,223.7511,0.7956977
0.043943,14.374242,0.10297276
0.043952,166.84077,0.47195848
0.043956,37.59831,-0.21819518
0.043957,223.49673,1.5490699
0.043957,223.92184,1.0029383
0.043968,14.048905,0.79644073
0.043977,168.86029,0.26984368
0.043991,15.164705,-0.39203491
0.043993,131.38357,1.293322
0.043995,165.14418,-0.37729354
0.043997,5.0480348,0.0068534702
0.044007,42.856211,0.20976339
0.044017,47.49536,1.2223099
0.044026,318.71835,-0.97776489
0.044035,10.818476,-0.33882297
0.04404,26.122198,0.09655225
0.044046,42.440164,-0.82410448
0.044051,176.2572,2.7058421
0.044056,175.81648,-1.5848062
0.044057,170.36313,2.7908617
0.044064,311.072,1.1296968
0.044068,150.90341,0.37418565
0.044069,11.344315,-0.2127087
0.04407,133.52459,1.1918526
0.044073,318.69111,-1.0561083
0.044076,174.08614,-2.8152621
0.044076,226.76803,-1.3008176
0.044077,31.003417,-0.54007762
0.044078,8.0306012,0.54894045
0.044087,18.971244,0.96020416
0.044092,10.341553,1.1528656
0.044118,15.444258,-0.64466028
0.044142,199.7306,1.726327
0.044145,188.52195,0.4810443
0.044159,19.668809,-1.0650136
0.044177,35.152188,-0.38011861
0.04418,231.48804,2.6247884
0.044194,40.486364,-1.0305709
0.044197,29.421498,-0.92153684
0.044198,188.09265,0.01178236
0.044206,4.1986173,1.2411172
0.044209,9.6054943,0.22120666
0.044211,222.54307,1.3834511
0.044214,16.820805,0.38716224
0.044217,153.9714,-0.76929326
0.04423,151.49068,2.5832424
0.044234,18.387759,0.49666556
0.044236,41.173751,0.46429958
0.044275,18.443026,0.30570525
0.044286,353.46585,1.1444845
0.044288,14.501948,-0.29088295
0.044291,222.77788,1.6035417
0.044319,9.5849019,-0.27598155
0.04432,16.819296,-0.64369616
0.044328,174.4135,-0.81511947
0.044329,152.44305,1.2123597
0.044331,156.0361,2.3321156
0.044381,19.30769,1.1635509
0.044384,12.453075,-0.36591263
0.044385,223.19981,0.03308054
0.044396,5.2041861,-0.07754874
0.044399,46.246363,-1.0788831
0.044406,9.5610613,0.21040779
0.044418,19.456428,1.2543465
0.044421,18.175471,1.1442299
0.044428,17.57142,0.40306991
0.044429,17.396474,0.33707656
0.04444,222.56126,1.3923599
0.044444,150.95542,2.2713337
0.044445,201.97839,-2.7779779
0.04445,220.92679,-0.99933312
0.044455,201.39434,-1.553068
0.044463,12.30364,-0.40887294
0.044466,17.935582,0.03726083
0.044467,196.42235,0.9356849
0.044482,47.200599,-0.78332018
0.044503,150.75578,-0.16528512
0.044505,223.41665,2.9206437
0.044509,6.1859692,0.96325583
0.04451,211.66969,1.6752468
0.044511,12.510329,-0.13241667
0.044512,222.75878,-0.05602555
0.04452,223.08322,-0.22582637
0.044526,8.3862563,0.1032872
0.044526,222.29219,-2.4579722
0.044529,200.94072,-1.1799518
0.044541,19.849147,1.0957217
0.044546,12.809647,-0.18622542
0.044546,225.33651,1.7621144
0.044554,151.66416,0.90803702
0.044557,150.23003,2.395524
0.044569,150.91499,0.39097085
0.04457,223.81388,1.4579484
0.044575,183.87819,-2.9311658
0.044579,191.19822,0.2784715
0.044586,173.25807,-1.3677594
0.0446,41.866702,0.65193055
0.044609,175.87221,-1.6679403
0.044612,14.041215,0.10633334
0.04463,47.232614,-0.60047336
0.044634,14.508957,-0.82692572
0.044657,1.8436841,-1.1717634
0.044665,223.98753,0.9021631
0.044674,55.870515,-0.1321368
0.04468,18.681498,0.08972596
0.044691,18.892846,0.93555283
0.044693,174.09473,-2.8245015
0.044703,344.77573,-0.2962631
0.044707,133.52477,1.186497
0.044718,225.83782,2.0193673
0.044723,150.54143,-0.18924419
0.044744,175.90768,-1.5838327
0.04476,150.69248,0.0067414224
0.044764,197.19935,-1.9922437
0.044765,14.618405,-0.65764856
0.044773,17.381648,0.32043534
0.044774,231.47971,0.96674537
0.044794,223.34885,0.36433263
0.044799,15.151474,0.47272838
0.0448,358.22192,-0.38242606
0.044809,6.1874698,-0.82185165
0.044813,222.67604,2.0922842
0.044813,13.469663,1.0079728
0.044817,150.8774,0.61228833
0.044838,155.60054,1.9932874
0.044838,332.62611,-0.0061099774
0.044842,9.2983623,-0.05848602
0.044844,23.703114,-1.0212357
0.044848,211.31529,0.53831771
0.04485,18.936308,0.33243049
0.044873,189.21411,0.91526017
0.044874,41.762644,-0.6479606
0.044896,151.45504,2.448263
0.0449,14.168351,-0.38653565
0.044902,171.11952,-2.142208
0.044903,18.637147,0.23376622
0.044917,29.200446,-0.08941248
0.04492,18.770858,1.1410848
0.044927,14.564236,-0.43484991
0.044928,345.75198,1.1839988
0.04494,331.88502,1.1241629
0.044944,19.217392,0.76270553
0.044956,45.258054,-0.56142603
0.044961,14.823253,-0.21102265
0.044971,222.59174,2.1919653
0.044973,18.134983,0.10099055
0.04498,133.08185,1.5971331
0.044983,29.512071,-0.33420543
0.044989,220.73598,-0.81089832
0.044999,357.65495,-0.86627033
0.045,29.188737,-0.62714385
0.045006,357.10107,-0.97590819
0.045006,17.555497,0.75197684
0.045007,4.5428524,0.24658201
0.045008,152.42457,1.2375033
0.045021,174.25325,-2.7967627
0.045027,151.53401,1.8016339
0.045031,29.131201,-0.62187564
0.045057,24.57643,0.79349487
0.045059,14.073227,-0.4309201
0.045061,14.30289,-0.11469231
0.045064,168.66092,1.2782153
0.027084,311.71193,-0.0974766
0.027254,147.9313,0.95214425
0.027343,151.49308,2.8488697
0.027367,339.87685,-0.49858849
0.027551,222.04016,-0.69330488
0.027914,231.12697,-1.2383833
0.0281,351.66839,0.59741414
0.028135,218.68611,2.8233674
0.028166,176.41765,-0.57081846
0.028325,41.81834,0.46907692
0.028366,147.72592,1.1926946
0.028377,176.27345,1.1719487
0.028381,157.94053,0.38794872
0.028445,157.74521,0.49884872
0.028506,132.99776,2.5434379
0.028638,221.95672,1.051953
0.02871,46.349177,-0.24343241
0.028927,150.03378,2.7651593
0.029178,26.976999,0.17644893
0.029226,215.5988,0.18227935
0.02927,225.7993,1.5751206
0.029295,158.89364,-0.35450834
0.02938,167.965,2.1217934
0.029404,228.61983,2.5653634
0.029472,188.017,2.9585937
0.029657,167.64306,2.9783383
0.029778,324.50412,0.31180909
0.029786,46.256881,-0.07669267
0.029847,218.38575,2.4810687
0.036862,227.65874,-2.4895858
0.036863,181.85789,-1.6687879
0.036869,164.16571,2.4279956
0.036876,220.44869,1.129602
0.036878,35.235076,1.0338566
0.036892,228.19134,-1.195363
0.036894,55.829716,-1.0768173
0.036895,39.079937,-0.68885113
0.036905,217.30666,1.071811
0.036908,229.43078,-2.40863
0.03692,229.94986,-2.1535059
0.036941,50.177564,-1.0063405
0.036943,39.990104,-0.15680929
0.036955,229.10187,2.8465038
0.036966,229.4437,-0.77608796
0.036978,219.18094,-0.56703519
0.037002,47.956237,-0.0031145679
0.037003,51.342306,-0.97944515
0.037005,39.613908,-1.1335672
0.037008,47.925897,0.14815519
0.037016,161.51448,-1.0942312
0.037024,232.96326,1.9027621
0.037026,47.026759,-0.79006143
0.037039,196.68817,2.512191
0.03704,132.38664,-0.08359967
0.037043,52.364309,-0.87310482
0.037054,40.461789,-0.84071604
0.037056,199.28966,2.3411622
