z,ra,dec,bestObjID
0.00637,226.05448,2.5430037,1237651737387729066
0.006370711,224.00508,-1.3810699,1237655693014794344
0.006378901,145.51241,0.33917087,0
0.006394573,235.4981,0.71280211,1237651818953965845
0.00639676,146.42076,1.6177618,1237651753458729196
0.006397102,224.14271,1.1792081,1237655468060180762
0.006413383,226.90508,2.0196438,1237655469135102202
0.006427905,219.46892,-0.39862871,0
0.006431607,146.99801,2.2226753,1237653665257554057
0.006453164,223.03313,-2.5297472,1237655498136027223
0.006456952,225.2906,1.7078335,0
0.006475249,228.03395,1.5857131,1237655468598755583
0.006492704,224.53263,-1.3125316,1237655693015056396
0.006494026,225.27901,2.0903301,1237655469134381558
0.006497472,149.62607,0.045272015,1237654670272299182
0.006534921,148.68741,1.609423,1237651753459777824
0.006541668,180.67602,1.9767987,1237651735757258765
0.006549054,220.04695,-0.2967629,1237648704056262770
0.006549815,220.04478,-0.29398463,1237648704056262741
0.006550007,235.57838,0.47733723,0
0.006553404,152.02894,2.3450846,1237653665259716760
0.006561015,226.17876,1.2908766,1237651735777181914
0.00658949,145.32091,0.77109766,1237648722289295527
0.006608162,186.59411,-1.2550122,1237650372095443134
0.006617586,243.6373,0.82163553,1237648675068903947
0.006638203,227.19655,1.9001905,1237655469135233240
0.006648483,186.59463,-1.2534244,1237650372095443142
0.006655995,182.08337,2.505549,1237651754011263076
0.006657072,225.65021,2.0276693,1237651754030268758
0.006665317,238.84325,2.9208835,1237654880210584031
0.00668078,184.97168,1.7735022,1237651752938766355
0.006719044,230.23098,-2.5778823,0
0.006750463,186.54928,-1.3046805,1237650372095442961
0.006753488,180.6748,1.9693349,1237651735757258790
0.006759792,186.05372,0.566379,0
0.00677918,223.03717,-2.5294107,1237655498136027238
0.006784019,150.47406,2.41385,1237653665259061414
0.006790638,185.04771,1.9585667,1237651735759159327
0.006810653,226.7838,-2.6627198,1237655691405361452
0.006821776,233.90053,0.37531489,1237648721791222361
0.006855804,152.04306,2.4634132,1237653665259782151
0.006897699,157.17918,2.0634692,1237651736283840673
0.006901911,226.94924,1.2920493,1237651735777509640
0.006911357,222.77823,2.5241881,1237651754565894395
0.006922169,226.40726,1.303158,1237651735777247541
0.006947624,229.73769,0.51569182,1237648705134264658
0.006974165,225.95914,0.97811147,1237648705669431585
0.006989049,183.04553,2.8821362,1237651736832049255
0.006999131,243.37067,-0.88351363,1237668651463934282
0.007058913,227.03842,1.608604,0
0.007063561,182.83293,1.4924564,1237651735221305453
0.00707815,185.14071,0.78821212,1237648722306728088
0.007084649,186.72758,-0.87755874,1237648720159965190
0.007092588,187.30852,-1.3560158,1237650372095770797
0.007136032,225.31389,1.4981922,1237655468597576072
0.007179188,225.41089,1.8701872,1237651736313725346
0.007202491,227.69682,-0.34833315,1237648704059605287
0.007314314,182.83133,1.4982242,1237651735221305458
0.007346148,186.76864,-0.90569574,1237648720159965325
0.007397438,187.06621,2.7008288,1237651754013425716
0.007515972,187.38655,0.83964062,1237648722307711257
0.007539621,226.67516,0.63439084,1237655467524423920
0.007539892,188.62759,1.0115073,1237648705653112997
0.007539904,187.44266,-1.2950821,1237650372095836385
0.007574753,193.71301,-1.3642841,1237650372098523415
0.007636942,225.40996,1.7221821,1237651736313724957
0.007668398,226.52807,1.3224747,1237651735777313019
0.007684317,226.36977,1.2925571,1237651735777247683
0.007776042,187.95008,-2.9702337,1237650369948549155
0.007831382,183.06137,0.072311613,1237648704576946202
0.007867387,225.24731,1.6491904,1237655468597510661
0.007884246,160.73099,-0.14028242,1237648721222303890
0.007896023,189.44577,-2.5331747,1237650370486075531
0.007963072,185.14162,2.9677407,1237651754549445068
0.00796431,226.26866,1.9641746,0
0.007982176,178.60437,-2.319567,1237650761853042762
0.008045804,187.4952,0.027217958,1237648704578846903
0.008075255,185.79147,0.42706165,1237648705114996928
0.008103337,187.21128,-2.0608186,1237650762393714856
0.0081429,214.83397,1.1652606,1237651735235330138
0.008195798,186.57394,1.7417686,1237651752939487504
0.008234216,134.67085,2.1931181,1237654604240846947
0.008259016,207.63021,-1.6327963,1237671958594388190
0.008266279,188.44074,-2.6520765,1237650370485616695
0.008275687,188.5086,1.7654865,1237651752940273845
0.008394149,170.82587,-0.9224747,0
0.008397252,134.16946,0.37502751,1237648721747509421
0.008488716,226.78195,1.5445475,1237655468598165676
0.008531255,189.2168,-0.589419,1237648720697884916
0.008539425,226.78006,1.544293,0
0.008552541,189.21614,-0.58767769,1237648720697884917
0.008592833,190.82619,-0.6427901,0
0.008643118,189.51353,-2.2642853,1237650371022946388
0.008728048,170.8297,-0.92261307,1237648720152953054
0.008737908,189.77421,-2.0123151,1237650762394829077
0.008742236,190.96212,-0.56121756,1237648720698671128
0.008761186,170.93679,-0.8364448,1237674649387860314
0.008818436,216.28745,-1.113478,1237655693548322982
0.008951691,214.79775,-2.2543483,1237655498669293721
0.008983347,134.01268,-0.4897197,1237648720673702520
0.009045202,191.75422,-1.5780896,1237671265496006791
0.009089058,194.30749,-1.71372,1237650371561914531
0.009130055,194.30393,-1.7109693,0
0.009228275,217.52509,-2.0277417,1237655692475105742
0.009237488,194.25135,1.0285675,1237648705655603209
0.009271441,191.58742,-1.2500869,1237671763712278735
0.009272686,193.8147,2.8966435,1237651754553245775
0.009307223,233.27338,-1.6282726,1237655692481986636
0.009367337,194.65019,1.7067343,1237651752942960839
0.00940073,193.1521,-2.0625787,1237650371024584724
0.009409807,194.27943,-0.8076305,1237648703508119858
0.00943596,191.80138,-1.5693061,1237671265496006821
0.009539557,233.16348,-1.6017096,1237655692481921694
0.009698444,194.48355,-2.1834335,1237650371025174619
0.009716957,194.23914,-1.6936733,1237650371561914667
0.009744871,193.90664,-0.20625129,1237648704044794106
0.009787623,181.05224,0.80257168,1237648722304958639
0.009917573,193.99222,-1.3493198,1237650372098654296
0.009943311,234.86989,0.94340405,1237655468064899709
0.009965534,235.19519,2.3600973,1237651737391726671
0.009966521,189.87235,0.28516597,1237648721771954246
0.01000118,234.0645,-0.34940493,1237648704062423712
0.01013695,198.03562,2.9884888,0
0.01016996,130.48618,-0.060011778,1237648721209065583
0.01017225,189.97961,-0.13871907,1237648721235083435
0.01020408,198.89888,0.49220969,1237648705120763908
0.01021369,198.03591,2.9890931,1237651754555080971
0.01024314,190.78982,-1.2095821,1237671764786020626
0.01032394,177.02241,0.99136246,1237671140944707599
0.01044113,200.25391,-2.7141641,1237655494367576143
0.010494,200.82225,-1.8288252,1237655495441514700
0.01052074,202.81015,-2.4350745,0
0.01053347,202.80943,-2.4353597,1237655498664050807
0.01055405,201.39905,-2.0802095,1237655499200331957
0.01061822,202.94522,-2.4965608,1237655498664116404
0.01072071,190.73857,-1.2294179,1237671764786020385
0.01079305,202.35512,-0.39904381,1237648704048529754
0.01084987,133.13101,0.85358085,1237650797288030390
0.01087375,191.21235,-2.2179218,1237671266032615489
0.01090969,203.12818,1.8477112,1237651735767089201
0.01095892,178.54871,-1.1317642,1237674648854331588
0.01096165,178.42838,-1.6598983,1237650371554967879
0.01104494,192.31078,-2.8968305,1237650761322201203
0.01109704,234.6466,-1.5479658,1237655692482576675
0.01110682,202.91926,1.8000533,1237651735767023782
0.01112419,146.04543,0.17980546,1237650796219990124
0.01115476,134.49949,-0.41003462,1237674460949381507
0.01117178,134.94341,0.58294263,1237650796751946046
0.01119371,210.09127,-1.3542345,0
0.01120544,207.44297,-2.1924855,1237671958057713847
0.01127273,204.34155,2.3308032,1237671990804021555
0.01129932,190.30172,-0.75681387,1237671765323088077
0.01133335,234.47047,-1.7352652,1237655498677944553
0.01138677,134.81541,0.39164031,1237648721747836950
0.01140575,144.05237,1.4731131,1237651753457745939
0.01146482,234.62335,-2.3965772,1237655691408835160
0.01155612,210.17899,-0.50570135,1237648720707059790
0.01159496,210.17969,-0.50651462,0
0.01167443,204.70609,-1.693817,1237655499738644577
0.01168376,205.16848,2.3921401,0
0.01170918,234.42953,-1.7526571,1237655498677879268
0.01172402,235.12208,0.91039088,1237655468064964945
0.01176697,148.17263,2.1328171,1237651753996386515
0.01182045,235.64293,2.0143649,1237655469675774197
0.01183405,142.02042,2.580656,1237654599949287651
0.01185283,140.15478,-0.68082544,1237650795143627072
0.01193792,140.81936,-0.7309281,1237650795143954451
0.01195579,203.22131,-1.2586517,1237655500274860158
0.01199003,210.1908,2.0219894,1237651753486647426
0.0120204,152.82447,0.44239733,1237654670810546312
0.01203844,204.58628,-0.20538456,1237648704049512634
0.01211337,209.22304,-2.6477659,1237655494371443077
0.01213325,236.56954,2.4144666,0
0.01215738,140.16774,2.4519963,1237674460415263034
0.01221989,145.9894,2.8514191,1237654604245827734
0.01224483,202.1932,-2.0398085,0
0.01226971,202.05897,-2.3081775,1237655494905233769
0.01227787,236.56927,2.4133539,1237655470213103633
0.0122913,201.71717,-2.576862,1237655498663592111
0.01231166,163.93182,2.6617989,1237654030325252331
0.01233844,190.80604,-2.0018824,1237671266569552108
0.01234626,203.27226,-1.035819,1237648720167174259
0.01237381,205.13242,0.0063031447,1237648704586580210
0.01239225,204.60866,-0.22762131,1237648704049512499
0.01241327,134.41474,2.9876076,1237654605314523234
0.01241416,146.75313,2.0739911,1237651753995796640
0.01242487,189.12711,0.2211941,0
0.01242932,195.84241,-2.9895815,1237650369952022640
