z,ra,dec,bestObjID
0.01675018,148.11183,2.278922,1237653665258012993
0.01676873,158.93193,0.0085622256,1237654670276362376
0.01677898,139.39555,-0.58265432,1237648720676061449
0.01680616,195.23463,-2.9221316,1237650369951760480
0.01682579,165.70994,-0.36423866,1237674649922437493
0.01683272,159.02905,-0.38294346,1237654669739556966
0.01685102,139.33882,-0.45419223,1237648720676061377
0.01685927,140.9432,2.7529597,1237654604243599794
0.01686122,139.17576,0.20558012,1237650796216975382
0.01686655,189.61986,1.7543449,1237651752940798078
0.01687406,148.10435,2.1809826,1237651753996386607
0.01691265,140.9021,2.1364906,1237673708259311797
0.01693779,141.68636,1.1542741,1237651752919826624
0.01695743,189.79746,0.71748173,1237648722308759778
0.01702557,172.73647,2.287064,1237654029792247948
0.01702636,140.00904,1.0382744,1237651752919105558
0.01702645,196.87879,2.3270636,1237651736301207675
0.01704137,162.90644,2.095039,1237651753466003518
0.01705606,189.40211,1.58889,1237651735224189087
0.01706029,201.67172,-0.62189954,1237651503805759631
0.01707291,166.41473,-0.40002513,1237674649922764909
0.01708713,149.91735,0.0442241,1237654670272430496
0.01709514,139.56851,0.38504056,1237648721749934087
0.01711838,189.51211,2.0596017,1237651735761125580
0.01714989,139.93488,0.91345286,1237650797291045426
0.01715009,173.60214,1.1542757,1237648722838552731
0.01716634,139.36395,-0.61712402,1237648720676061413
0.0171703,141.35235,2.0637229,1237653665255063987
0.0171755,164.82973,0.30245108,1237648721760944375
0.01717741,181.04058,1.8259765,1237651752937062600
0.01719038,202.55983,-0.029699666,1237651504343023980
0.01719408,205.4952,2.3123659,1237671958055616535
0.0171967,141.29442,1.6538648,1237653664718192841
0.01719962,140.13867,0.72103695,1237651752382235003
0.01720522,197.26515,-0.76600392,1237648703509430283
0.0172151,140.78383,2.4861095,1237673708796248241
0.0172364,140.80513,2.0601931,1237673708259246361
0.01724125,165.6387,-0.29101036,1237674649922437276
0.01724301,201.6686,-0.62215249,1237651503805759630
0.01725266,213.12768,-1.4059701,1237674602142826726
0.01726192,180.67788,1.9522242,1237651735757258766
0.01726595,181.12279,1.9400012,1237651735757455650
0.01726725,246.25252,0.4408274,1237648705141473503
0.01728755,191.49062,1.2980463,1237671266034122792
0.01728808,139.99872,0.93093142,1237651752919040221
0.02194286,184.33909,2.5796585,1237651754012246073
0.02194971,186.06247,-2.3510253,1237650761856319675
0.0219537,162.75379,-2.3828761,1237650370474410043
0.0219554,161.64296,1.7743983,1237651735748935880
0.02196459,146.85676,-0.27404021,1237650795683446889
0.02196538,203.18613,0.76888646,1237648722314657892
0.0219903,203.75268,-0.44754529,1237651503806677188
0.02200806,161.06945,2.7877609,1237651754538893392
0.02200958,202.5091,0.31715648,1237651504879894556
0.02201468,158.1119,2.5550059,1237653665262403690
0.02201772,151.3282,2.4957199,1237653665259454481
0.02202882,145.47966,1.3187419,1237653664183156871
0.02203182,175.09065,-2.7034648,1237671140942872615
0.0220343,184.72309,2.9922632,1237651754549248041
0.02204075,186.13672,-2.2476589,1237650371021504652
0.02204254,204.56412,-0.39854598,1237648704049447009
0.02204647,204.9942,0.83520105,0
0.02206458,156.85423,1.2417612,1237648722831212651
0.02206955,202.85956,-1.6853404,1237655499737858124
0.02211481,181.66756,1.3339701,1237651752400453809
0.02214443,151.53481,2.9690395,1237654599953416329
0.02214932,181.11515,1.748517,1237651752937062681
0.0221718,181.84038,-0.37665324,1237674649929515129
0.02218647,156.91951,1.4372111,1237651752926511179
0.02219553,160.25697,0.63171794,0
0.02220426,181.14191,1.7382286,1237651752937062704
0.02221517,156.67681,1.0046854,1237651752389509269
0.02221752,203.00666,-2.5191867,1237655498664181848
0.02221772,162.84739,2.2182337,1237654029787922494
0.02222205,174.10003,-0.49680837,1237648720691265646
0.02222282,184.73999,2.9903954,1237651754549248268
0.02222397,157.16922,1.3482587,1237651735210098727
0.02222409,224.0284,1.9249893,1237651736313069885
0.02223214,203.44567,2.0457214,1237651753483698252
0.02223609,204.88008,-1.2792279,1237655500275581239
0.02223703,163.69954,2.9479637,1237651754540072995
0.02224085,207.99871,2.46994,1237651754022535382
0.02224487,172.06805,2.6573554,1237654030328791130
0.02226959,204.48344,-1.6246534,1237655499738579270
0.02227835,204.96447,-0.75308276,1237648703512772784
0.02228792,204.72629,-1.7778329,1237655495443284082
0.02229646,204.68065,-1.7041613,1237655499738644494
0.02230073,203.38844,-2.2759266,1237655494905823363
0.02230952,195.0197,0.45298859,1237648705119060073
0.02231555,157.12061,1.2498668,1237648722831343722
0.02232615,204.38862,-2.8736674,1237655498127900801
0.02233166,204.52687,0.020488527,1237648704586318015
0.02234568,203.44672,2.0451958,0
0.0223494,203.15189,2.7678147,1237651736840831382
0.02235525,201.66158,2.3137322,1237651736303304768
0.02235754,180.99828,1.4108977,1237651752400126041
0.02236594,161.49387,2.8324579,1237651754539090041
0.02236689,204.63421,0.54018684,1237671990267936807
0.02237254,156.96056,2.119101,1237651736283775094
0.02238173,156.87293,1.2467173,1237648722831212652
0.02238294,173.18928,-0.74104892,1237674649388843146
0.0223906,202.62736,-1.9506161,1237655495442301371
0.022415,151.63095,2.4824655,1237653665259585643
0.02241663,187.93981,0.45260806,1237648705115914386
0.02242053,200.96405,2.1439046,1237651753482649698
0.02242503,187.65758,0.3439149,1237648721770971312
0.0224256,189.65322,0.62451333,1237648705116700811
0.02242605,181.10258,2.459198,1237651736294326409
0.02244315,204.95625,-0.33026442,1237648704049643618
0.02245948,204.61882,0.51035228,1237671990267936859
0.02246436,200.94775,-1.5477633,1237655495978451148
0.02246566,180.38185,1.2958331,1237651752399864040
0.02248596,202.94158,-2.7058138,0
0.02250013,205.03128,-2.8818518,1237655498128163008
0.02250151,188.53691,-0.35528086,1237648704042434653
0.02250199,201.99826,2.994291,1237651754556785018
0.0225078,157.40455,0.95112941,1237654671349448806
0.02250886,151.55114,2.5240043,1237651754534764679
0.02251297,225.95959,0.56546609,1237648705132560836
0.02251607,173.18029,-1.4330741,1237650762924425278
0.02252786,189.05784,-0.27630002,1237648704042696896
0.0225358,205.83098,1.3223391,1237671991878484060
0.02255391,187.93752,0.51189204,1237648705115914384
0.02255641,202.30771,0.72853512,1237648722314264671
0.02256087,173.5388,-1.5951534,1237650762924621828
0.02257407,194.35358,-0.6224531,0
0.02257852,203.50674,1.0960646,1237651505954029667
0.02257916,156.36603,0.88358999,1237654671348990124
0.02258585,151.31068,2.743493,1237653665796325491
0.0226011,188.68754,0.36662643,1237648721771429938
0.02260396,151.54376,2.9128884,1237653665796390983
0.02261127,219.17533,2.3857006,1237651736847843376
0.02261469,156.87742,2.76769,0
0.02262632,202.91238,-1.7702462,1237655495442432244
0.02263155,188.79549,-0.22225629,0
0.02263756,224.13546,-2.1083886,1237655498673422355
0.02264536,186.56017,0.26721967,1237648721770447069
0.02264724,144.43763,2.7473464,1237654599950336023
0.02265377,196.50647,-0.99778753,1237648720164225051
0.02265577,205.52089,0.71822419,1237671991341744376
0.02265959,142.35927,2.0707099,1237653665255522596
0.02266375,181.0761,1.699963,1237651752937062640
0.0226663,204.97048,0.84004383,1237671990804742200
0.02266693,205.08908,1.5423589,1237671991341351314
0.02267529,155.98275,1.033383,1237651752389181585
0.02267708,193.90373,-0.88374495,1237648720163111002
0.02268633,151.78601,2.6566843,1237651754534830286
0.02268655,203.07927,-1.6943474,1237655499737923780
0.02269137,196.31099,-0.37329939,1237648704045842573
0.02271198,205.94831,-2.0708369,1237671990269247533
0.02271846,202.30391,0.73108316,1237648722314264672
0.02271997,196.34513,-0.92708377,1237648720164159534
0.02272586,199.90278,-2.9120419,1237655498125934629
0.02273661,189.70062,0.27001555,1237648721771823374
0.0227401,195.22706,-1.3466763,1237650372099244132
0.02274616,195.2047,-1.360129,1237650372099178565
0.02274756,156.31315,0.89267699,1237654671348990099
0.0227484,193.5224,0.17531066,1237648704581533785
0.0227506,247.12655,-1.053186,1237648702994383943
0.02275801,171.50424,1.9841431,1237654029254787278
0.02277165,169.6189,1.6640117,1237651752932016231
0.02277566,200.65553,-2.5139509,1237655498663133409
0.02278828,172.19318,1.6179106,1237651752933196017
0.02279582,188.91117,-0.20600075,1237648721234624750
0.02279919,188.75916,0.037663934,1237648704579436672
0.02280918,189.69367,0.32253786,1237648721771823351
0.02281939,181.35321,2.2087315,1237651753474064557
0.02282141,172.06701,2.63415,1237651754006872156
0.02283781,189.96873,0.12547405,1237648704579960982
0.02284546,206.31428,-0.52789859,1237671957519990967
0.02285229,172.0598,2.3999804,1237654029791920344
0.02286034,169.77119,1.2522129,1237648722836848839
0.02286634,205.07488,1.2926954,1237671956982202628
0.02286645,203.06204,-1.9375104,1237655495442497838
0.02286855,187.7058,0.74510376,1237648722307842354
0.02287634,223.77956,-1.3025961,1237655499746967610
0.0228804,192.98344,-2.077516,1237650371024519173
0.02288829,204.15613,1.2594358,1237651752410284171
0.02288939,188.97864,-2.3858469,1237650761857630295
0.02289673,192.99805,-2.0409843,1237650762396270843
0.02289903,169.33548,2.4471644,1237651754005692591
0.02290024,151.36537,2.6330818,1237651754534699138
0.02290753,190.22348,1.0083456,1237648705653833867
0.02291195,203.99411,1.7300706,1237651752947089489
0.022931,206.85208,-2.9315829,1237671956984168550
0.02293177,172.07376,2.6539628,1237654030328791126
0.02293615,204.66557,0.54584584,1237671990267937051
0.0229517,188.97805,-1.853881,1237650371559620710
0.02295228,170.9985,2.691881,1237654030328332452
0.02296965,169.67311,2.6221215,1237651754005823607
0.02297334,191.33019,-0.76042255,1237648703506808952
0.0229805,188.55481,-2.3589014,1237650761857433897
0.02298159,187.65304,0.84626065,1237648705652654263
0.02298732,189.77136,-2.4835327,1237650761857958038
0.0229938,187.11303,0.14238911,1237648704578715685
0.02299504,186.58225,1.7243369,1237651752939487247
0.02299821,169.54412,2.6007515,1237651754005758103
0.02299827,171.57497,2.5798306,1237651754006610190
0.02300122,186.26177,1.794043,1237651752939290931
0.02300126,142.12571,2.433548,1237654599949287783
0.02301519,189.75468,0.36557387,1237648721771888672
0.02301991,193.09328,-2.2257755,1237650371024519483
0.01730313,202.12022,-0.11112945,1237651504342827037
0.01734795,141.48566,-0.084929778,1237648721213849890
0.01735859,189.64968,1.4022846,1237651752403927207
0.01738028,202.15632,-0.06669949,1237651504342827177
0.01740832,192.91112,1.6708539,1237651752942239897
0.0174139,173.77084,2.5511496,1237651754007593088
0.01745353,203.8523,1.4105577,1237651735230545966
0.01745528,140.15507,0.82270888,1237653663643926887
0.01745718,213.07914,-0.12267755,1237648721245241474
0.01745841,197.0997,-0.48171662,1237648720701358357
0.01746028,140.73722,1.4339849,1237651753456304137
0.01746398,139.75688,0.17258277,1237650796217172272
0.01746445,143.09628,2.5476049,1237654599949746360
0.01747737,139.46166,-0.27843943,1237650795680235542
0.0174808,141.61754,2.3003306,1237651754530439302
0.01748733,140.06505,1.2888157,1237653664180732221
0.01749184,193.38212,2.7016438,1237651736836571224
0.01751967,175.34227,0.12742299,1237674650463502607
0.01753283,196.96187,-0.27866508,1237648704046170222
0.01756368,191.31821,2.4490771,1237671764250787852
0.01756477,168.56178,-0.71662571,1237674649386811566
0.01757203,139.7763,0.67766006,1237651752382103591
0.0175924,203.38658,1.3068427,1237651752409956486
0.01760112,197.07373,-0.85326815,1237648720164487323
0.01764133,139.97995,0.94511893,1237651752919040182
0.01764328,158.20649,2.7771443,1237651754537648300
0.01767147,213.16622,1.7549377,1237651735771480274
0.01768984,196.96131,-0.86774656,0
0.01775141,212.94107,1.947334,1237651753487892639
0.0177528,203.38846,1.3058086,1237651752409956487
0.01778415,197.41256,-0.88969379,1237648720164618489
0.01779332,213.20537,1.4892081,1237651752951087197
0.0178251,140.09158,0.82336844,1237653663643861421
0.01782648,183.85978,-2.4333943,1237650761855402121
0.01784546,173.91164,1.3575328,1237651752397045866
0.01786385,197.97428,-0.85813326,1237648720164880847
0.01787438,197.18033,-2.1349417,1237650371026354278
0.01789175,180.67877,1.5261067,1237651735220387905
0.01792556,134.0095,1.883466,1237653665251852562
0.01794305,197.2088,-0.81730439,1237648703509364815
0.01794763,156.15978,-2.3257588,1237650370471526570
0.01794804,197.17988,-2.1306354,0
0.01794806,199.7649,-2.5147618,1237655498662740165
0.01795836,193.8857,2.9397538,1237651754553245950
0.01795977,202.44846,0.51062598,1237648705122271453
0.01797617,181.06967,2.0023404,1237651735757455710
0.01799437,204.31345,2.4296515,1237671990804021439
0.01802161,181.6641,1.2842449,1237651752400453742
0.01805642,204.6206,2.5287017,1237651754021093483
0.01805773,174.76387,-0.2060205,1237648721228464139
0.01808657,245.43064,-0.2033819,1237648704067339354
0.01808668,201.27236,-0.90310404,1237648720166322188
0.01811487,154.65706,-0.42187841,1237648720682746232
0.01812334,196.91121,-0.942444,1237648720164421639
0.01813376,160.57676,-0.38026442,1237654669740212266
0.01814389,197.38287,0.85703718,1237648705656913999
0.01815001,197.13122,-0.84438555,1237648720164487375
0.01817244,170.94194,-1.0998331,1237674648850989096
0.01820074,196.95928,-0.86843045,1237648720164421894
0.0182452,139.79329,1.055477,1237651752918974825
0.01825436,197.09199,-0.96030623,1237648720164487493
0.01825687,179.48348,-2.2002176,1237650371018555562
0.01826324,196.93436,-0.57373798,1237648720701292666
0.01827526,197.51944,0.94879773,1237648705656979834
0.01829432,175.68714,0.28223908,1237671142017859750
0.0182975,179.18254,-1.3619221,1237650372092166311
0.01830265,182.47994,2.0685868,1237651735758045445
0.01830281,163.33532,-0.60517934,1237648720686547140
0.01833582,196.91499,-0.94120963,1237648720164421644
0.01833905,201.91883,0.68798225,1237648722314068149
0.01834389,196.95785,-0.86842685,0
0.0183491,197.88714,1.525405,1237651735227924770
0.01836887,197.58074,2.0259656,1237651753481142324
0.01837594,197.20866,1.0022575,1237648705656848570
0.01837974,196.17454,2.9637012,1237651754554294281
0.01839226,180.45625,2.4214628,1237651736294064381
0.01841198,179.38268,-1.252861,1237674648854659335
0.01841324,140.13109,0.93703857,1237651752919105866
0.01842017,180.34543,1.9257389,1237651735757127810
0.01842461,200.34618,0.3424101,1237651204232249465
0.01842744,185.51433,-2.6167131,1237650370484371467
0.01844927,161.74283,-0.69167193,1237654669203865712
0.01845026,199.77102,-2.5152934,1237655498662740161
0.01846604,197.33227,0.88371708,1237648705656914132
0.01846641,163.02827,-0.56081157,1237648720686415913
0.01847006,175.72472,0.16186048,1237671142017859597
0.01847922,195.10264,-2.7091242,1237650761323446385
0.01847933,182.17819,1.4563369,1237651735221043329
0.01849118,135.43833,0.52187037,1237674461486841982
0.01849232,175.2567,1.4933511,1237654028719554640
0.01849591,163.33649,-0.60638107,1237648720686547139
0.01850213,180.98977,1.9609039,1237651735757390015
0.01850538,176.6795,-0.67836515,1237671140407115818
0.01850981,197.98248,-0.83647235,0
0.0185174,120.06232,0.98756564,1237646798137065629
0.01855001,179.89806,-2.1916767,1237650371018752155
0.01855737,172.01844,-2.012486,1237650762387030296
0.01857428,195.21401,2.9245817,1237651754553835670
0.01857833,175.78875,0.55884769,1237671142017991027
0.01858409,166.45833,0.40310003,1237648721761665079
0.01860346,141.5959,-0.71758527,1237650795144282316
0.01861006,162.96941,0.55409033,1237674650994999494
0.01861213,196.59267,-1.6811572,1237650371562962954
0.01861324,178.25814,-2.2967871,1237650761852911726
0.01862302,181.3647,1.9481347,1237651735757586538
0.01863603,181.32843,1.6376291,1237651735220650152
0.01863889,136.40775,0.003287359,1237650796215730658
0.01864479,159.85536,-0.084798816,1237648721221910889
0.01864563,136.73103,-0.031305483,1237674459876556913
0.01865457,196.77353,-1.1768512,1237648702972297393
0.018674,197.90608,0.66584445,1237648722312298550
0.01868214,181.14179,1.8016228,1237651752937062500
0.01868426,197.1845,-0.76682978,1237648703509364989
0.01869544,159.65878,-0.34498246,1237654669739819142
0.01870119,159.83522,-0.20025624,1237648721221910580
0.01871294,171.46706,-0.66159134,1237674649388122186
0.0187153,158.37779,-1.5075588,1237650371546185871
0.01872137,177.40144,-1.4554916,1237650762926260297
0.01872899,197.59905,-1.0105358,1237648720164683836
0.01873406,160.67808,-0.34817529,1237654669740277779
0.01873587,136.00283,-0.087829286,0
0.0187608,178.22274,-1.4492726,1237650762926653512
0.01876407,159.79914,-0.40949106,1237654669739884742
0.01877641,171.47207,-0.66385753,1237674649388122187
0.01879655,160.47247,0.7931804,1237648722295914556
0.01879848,164.01094,0.66203725,1237648722297487542
0.0188074,197.38802,1.6730705,1237651752944205838
0.01881749,159.89377,-0.25304655,1237654669739950159
0.01882895,161.55894,2.556149,1237654030324203639
0.01883099,136.73745,-0.12355014,1237674459876556855
0.01883781,179.53877,-2.0664692,1237650762390372484
0.01883815,137.17432,0.48470355,1237673708794413185
0.01884167,161.4566,2.0897882,1237654029787267382
0.01884628,199.14792,-2.0913502,1237655499199348807
0.01884725,157.22922,-0.91500847,1237648720147054825
0.01887096,170.88022,-1.2610625,1237650372088561701
0.01888033,159.82604,-0.22910748,1237654669739884787
0.0188818,170.94494,-1.0416153,1237648720153018634
0.0188877,181.12616,1.6840161,1237651752937062684
0.0188967,142.95123,-0.40832518,1237650795681743018
0.01889847,161.16652,2.2591798,1237651736285610212
0.0189364,144.16974,2.70355,1237653665793179877
0.01893782,232.54623,-1.3787516,1237655499213964091
0.01894192,161.44238,1.9973484,1237651753465348105
0.01894327,159.00865,0.98903904,1237651752390492320
0.01894863,199.29813,-2.2010473,1237655499199414327
0.01895006,167.49393,0.18128136,1237674650460094579
0.01895629,180.84667,2.8345259,1237651736831066276
0.01895946,180.9068,2.0469335,1237651735757389827
0.01896155,181.28529,2.3457608,1237651736294391944
0.01896889,180.96637,1.836099,1237651752936997092
0.01899364,164.88282,-0.041665683,1237648721224138843
0.01900455,197.99181,1.9574831,1237651735764861144
0.01902536,184.53566,-1.0641188,1237648702966988820
0.01902609,184.80206,-2.7956597,1237650761318924435
0.01903257,161.3426,1.9854865,1237651753465282816
0.0190457,160.87882,-0.58410656,1237648720685498544
0.0190497,136.33632,-0.036984167,1237648721211621601
0.01905684,159.85156,2.4442344,1237651754001498301
0.0190604,198.00808,0.59241297,1237648705120370801
0.01906901,197.2306,-0.80160047,1237648703509364817
0.01908475,159.60626,-0.017837271,1237648721221779641
0.01909942,181.22199,1.9422906,1237651735757520993
0.01914357,177.15742,0.024659832,1237671127515267185
0.0191508,199.54195,-1.2436469,1237648702973542469
0.01915207,182.79524,1.4417129,1237651752400912643
0.01916193,180.63631,1.7488072,1237651752936865924
0.01917693,181.05452,1.9002031,1237651735757455599
0.01918082,177.89814,-0.37486135,1237674649927745737
0.01918881,183.62642,-2.9231817,1237650369946648634
0.0191913,179.25831,-2.481459,1237650761853370451
0.01920584,183.40373,-2.1725035,1237650371020324999
0.01921438,180.75395,2.8363666,1237651736831066220
0.01921482,180.01218,-2.1174047,1237650371018817874
0.01923702,169.73164,0.089849556,1237674650461077736
0.01925692,179.1898,-1.2933407,1237650372092166327
0.01926567,181.22585,1.8213177,1237651752937128085
0.01926968,177.6942,-1.9602298,1237650762389520533
0.01927742,178.8777,-1.2614167,1237650372092035132
0.01928304,180.90392,2.6304658,1237651754010738814
0.0192832,177.71326,-0.40764038,1237674649927680202
0.0193107,200.15364,-2.2893384,1237655494904381584
0.01931109,196.83041,2.0010914,0
0.01932724,199.29213,2.0677052,1237651753481863416
0.01933068,180.93489,1.8359905,1237651752936997041
0.01934486,173.73797,-0.75406507,1237674649389105290
0.01934627,147.87144,-1.7563936,1237654872143954005
0.01934646,168.70597,0.9056289,1237674651534360681
0.01935199,174.24003,-1.6847122,1237671142553682053
0.01935744,135.47794,1.1719656,1237674462023843980
0.01935825,151.95359,2.8784126,1237653665796587718
0.01936841,178.19073,-1.6494708,1237650371554902122
0.01937183,181.33401,1.7787429,1237651752937193572
0.01937778,182.36942,0.53330107,1237674651003453662
0.01938336,181.4197,1.5750691,1237651735220715578
0.0193914,180.89332,2.1789466,1237651753473867882
0.01940075,182.3047,1.8365679,1237651752937586827
0.01940095,198.05369,2.1209269,1237651753481338926
0.01940175,196.82883,2.003485,1237651735764336801
0.01940919,170.94048,-1.1089421,1237674648850989116
0.01941025,135.21266,1.1610896,1237648722821710160
0.0194103,182.41088,0.9570506,1237674651540390024
0.0194274,160.99335,1.9358278,1237651753465151591
0.01943186,175.22572,-2.6946866,1237671128050696323
0.01944134,182.88796,-2.3947897,1237650761854943362
0.01946783,147.37478,-0.85898878,1237648720142729268
0.01947062,202.90826,-2.809962,1237655498127245348
0.01949516,181.23294,1.9008738,1237651735757521017
0.01950274,181.6316,1.61663,1237651735220781230
0.01951134,173.22254,0.56798585,1237674650999455938
0.01951499,180.69206,-1.7924125,1237650371555950731
0.01951809,174.25698,-0.51195405,1237648720691331428
0.01952438,181.49885,1.885701,1237651735757652028
0.01953857,173.05609,0.81927396,1237648722301419653
0.01953991,183.50894,2.9926105,1237651754548723872
0.01954051,165.8135,-0.17469241,1237648721224532215
0.01954467,173.90552,0.13081853,1237674650462912684
0.01954533,170.94135,-1.1125241,0
0.0195606,181.19151,1.8039738,1237651752937128059
0.01957535,197.95618,2.1111141,1237651753481338992
0.01959906,175.02673,-0.83770744,1237671142017335344
0.01959952,198.94901,2.9137442,1237651754555474110
0.01960378,180.46194,-0.65542874,1237674649392054476
0.01960516,181.19669,-2.7200679,1237650761317351439
0.01961766,142.35668,0.35542838,1237648721751113933
0.01963082,174.87368,0.11655259,1237674650463305789
0.01966155,166.13328,-0.73049887,1237674649385762901
0.01966596,182.01652,0.69759319,1237648722305351966
0.01967316,179.59911,-2.2773758,1237650371018621112
0.01967798,180.52255,1.5258814,1237651735220322415
0.01967806,182.47445,0.9285522,1237674651540390064
0.01968549,179.23602,2.8065378,1237671126979903636
0.01971031,181.88322,1.6373596,1237651735220912354
0.01971865,181.11277,1.8959957,1237651735757455411
0.01972159,181.26579,2.5670749,1237651754010869891
0.01973852,172.86789,0.49460792,1237674650999324703
0.01975345,178.14106,2.0269565,1237671140408426710
0.01975683,173.09131,0.80232231,0
0.01976812,182.79515,2.2555426,1237651753474654246
0.01977145,175.4674,2.5819479,1237651754008313972
0.01977337,169.33103,2.881671,1237651754542563335
0.01977592,177.65142,-1.4095944,1237650372091510867
0.01977613,172.39441,1.0680427,0
0.01977853,171.67423,1.2414818,1237648722837700823
0.0197909,182.01594,0.69633575,1237648722305351971
0.01981425,176.40262,-2.0230143,1237671139869655275
0.01981784,176.88358,2.7877432,1237671129663799458
0.01981813,197.39323,1.6236906,1237651752944206041
0.01982306,173.51627,2.9734404,1237651754544332996
0.01982889,221.65828,-1.5252327,1237655693013745988
0.01983654,180.88662,1.8028253,1237651752936997006
0.01985827,182.76409,0.62408475,1237674651003650297
0.0198656,177.25793,-1.1026066,1237674648853741784
0.01987031,199.49903,2.8137952,1237651736839258250
0.01988713,175.2073,1.7588755,1237651752934506587
0.01989757,175.46223,2.3929765,1237654029793427599
0.01991638,198.63583,2.5647079,1237651754018472054
0.01992499,172.24206,0.87899587,1237674651535933680
0.01992587,172.12866,0.78251379,1237648722301026466
0.01992627,175.80241,-1.5499434,1237671128051286426
0.01994092,146.0433,2.4103278,1237651754532339946
0.01994256,146.22588,2.4655103,1237651754532405563
0.0199593,173.09101,0.80474598,1237648722301419657
0.01996479,170.9608,1.7342966,1237651752932606087
0.0199654,181.12843,2.3433981,1237651736294326429
0.01996723,181.13412,2.4531247,1237651736294326440
0.01996788,182.6297,0.67279088,1237648722305613887
0.01996931,181.28791,1.8460191,1237651752937128525
0.01997308,181.32493,2.2895576,1237651736294391955
0.01998166,182.55139,0.75404218,1237648722305613999
0.01998516,203.03941,-2.7492506,1237655494368755979
0.01999025,151.09872,-2.4218348,1237650804267352215
0.01999686,181.1245,2.4485184,1237651736294326420
0.0199993,147.3056,0.2175774,1237648721753276559
0.02000797,176.80371,2.5338564,1237671129663668315
0.02001917,181.14505,1.8423696,1237651752937062706
0.0200217,155.9192,-1.2347177,1237654668664438917
0.02002256,182.27832,0.47330678,1237674651003453690
0.02003011,147.04109,2.5394053,1237651754532798674
0.02004178,180.873,1.2293346,1237648722841698356
0.02005161,175.53933,-1.9090519,1237671140943265909
0.02005925,198.99421,2.9513877,1237651754555474071
0.02006612,181.75985,-2.737537,1237650761317613777
0.02006635,179.24356,-2.6343451,1237650370481619098
0.0200758,146.8068,0.66563514,1237648722289950774
0.02008497,181.90866,1.5742042,1237651735220912226
0.02011001,179.05525,-2.6745836,1237650370481553414
0.02011811,179.52482,-2.3198848,1237650761853501526
0.02013125,146.84222,0.74084309,1237648722289950973
0.02013292,200.40028,0.57300615,1237648705121419281
0.020134,180.936,1.6950809,1237651752936996907
0.02014273,180.73939,2.1352834,1237651753473802320
0.02014813,183.0384,1.3115035,1237651752401043693
0.02015072,180.61963,2.2885565,1237651736294129765
0.02016207,147.19292,0.27191843,1237648721753210967
0.02016229,171.53444,2.8331247,1237654030328594766
0.0201692,182.3557,0.30820401,1237648721768611954
0.02017376,182.64713,1.0287202,1237674651540455584
0.02018397,181.23743,1.5083449,1237651735220650116
0.02018544,179.36738,-2.1326411,1237650371018555489
0.02018786,169.37328,2.504304,1237651754005692618
0.02018799,177.34706,2.6925483,1237671129126928695
0.02019962,175.94637,-0.84398558,1237671140943790173
0.0202142,148.04775,1.0954677,1237648722827346065
0.0202167,178.71375,2.9592442,1237671140408950801
0.02021727,203.001,-2.7154325,1237655494368755940
0.02021773,179.86353,-1.1551158,1237674648854921311
0.02022056,179.49465,-1.5576653,1237650762927177893
0.02023061,180.97758,2.1809792,1237651753473867978
0.02023552,200.23394,1.5036724,1237651735228973059
0.02024635,146.74975,2.5614228,1237651754532667576
0.02025274,202.94745,-2.6116117,1237655494368755879
0.0202565,153.72225,-1.1528677,1237651799625105751
0.02025704,177.62804,1.9832936,1237674598385189073
0.02303798,170.10672,1.0668276,1237648722837045318
0.0230451,188.43701,-1.7876987,1237650371559358583
0.02305274,189.43271,-1.7869774,1237650371559817361
0.02305292,141.99309,-2.4339816,1237654871067656349
0.0230557,207.48138,-2.0053535,1237671958057648326
0.02305681,205.05238,2.480124,1237671957518549068
0.02305975,169.39313,2.7725428,1237654030327611568
0.02306678,187.42103,0.25340704,1237648721770840125
0.02307372,204.97689,2.1223199,1237671991341088930
0.02307595,188.4919,-1.3910418,1237650372096295057
0.02308306,187.78488,0.6137188,1237648705115848765
0.02308414,188.10703,0.45712265,1237648705116045383
0.02308712,187.79601,0.60623968,1237648705115848766
0.02309045,201.76106,2.8477602,1237651754556719233
0.02310612,224.24569,-2.1144693,1237655498673422507
0.02310778,194.31312,-0.65761544,1237648703508119586
0.02312518,224.13812,-2.1064125,1237655498673422353
0.02312812,190.23911,0.98722275,1237648705653833888
0.02313283,188.9318,-0.22378051,1237648704042631185
0.02314522,223.59957,-1.1299138,1237648702984093714
0.02315128,187.47658,-0.055353702,1237648721234034693
0.02316491,222.84758,0.0070933093,1237648704594378761
0.02316835,171.53967,1.8960201,1237654029254852683
0.02317435,170.99455,2.9369054,1237651754543284332
0.02317479,181.10493,1.6473389,1237651735220584674
0.02317585,170.04149,-0.64792512,1237674649387466898
0.02318443,203.91817,1.5080913,1237651735230546248
0.02318845,187.34018,1.0569309,1237648722844581994
0.02319018,200.60886,-2.4182707,1237655498663133278
0.02319042,201.30324,2.4181005,1237651754019651658
0.02319881,171.06533,2.9587255,1237651754543284257
0.02321181,142.18666,-0.32095279,1237650795681415366
0.02321241,180.73715,1.3937812,1237651752400060506
0.02321383,170.05569,0.94279252,1237674651534950590
0.02321945,200.56461,-0.63191765,1237648703510872217
0.02322227,187.27901,0.58106249,1237648705115652181
0.02322375,187.92181,0.95923912,1237648705652785286
0.02323146,210.02295,-2.9693952,1237655493834965140
0.02323688,192.87752,1.1951284,1237648722847006828
0.02324519,189.77611,-2.5081948,1237650370486206580
