z,ra,dec
  0.028495,359.18463,0.49505117
  0.028497,230.87073,-0.38684592
  0.028500,311.81565,-6.1006839
  0.028500,223.35089,7.6641614
  0.028500,219.00039,3.8999143
  0.028501,224.05954,2.2194493
  0.028501,310.41931,-5.4663894
  0.028505,155.19313,6.2683176
  0.028509,318.66629,-7.9685879
  0.028509,228.03143,1.5230314
  0.028512,323.26351,-6.7287794
  0.028513,230.8823,0.01674694
  0.028514,218.22788,3.2152892
  0.028515,191.08978,4.4275449
  0.028516,223.66576,8.8443354
  0.028520,7.262558,-9.8399991
  0.028522,214.57488,6.971208
  0.028524,29.239876,0.91141302
  0.028526,153.31786,5.1079533
  0.028527,232.71478,-0.65960074
  0.028528,228.09742,1.6399878
  0.028528,156.96182,2.6094625
  0.028529,229.17927,-0.16119766
  0.028529,155.23233,6.1433958
  0.028534,204.72629,2.5425296
  0.028535,156.31541,5.1238821
  0.028536,46.48034,-8.0193815
  0.028537,43.566611,0.85121574
  0.028538,126.50444,4.5073396
  0.028538,224.84566,1.9856342
  0.028539,138.13754,7.9414794
  0.028540,176.60358,1.9944053
  0.028540,157.37536,1.0600268
  0.028541,157.17459,3.6777362
  0.028541,318.70929,-7.4620438
  0.028545,176.35594,-1.7376542
  0.028547,221.29247,4.9617969
  0.028547,145.76349,6.5323558
  0.028547,176.93204,1.8262165
  0.028549,232.62068,-2.2714441
  0.028549,46.560472,-0.34435898
  0.028551,160.42281,6.2779536
  0.028553,134.61916,0.02346815
  0.028557,177.21867,-3.1035876
  0.028559,225.83691,9.2125298
  0.028563,134.5234,-0.02126298
  0.028564,167.11672,6.8207839
  0.028565,169.249,3.5774226
  0.028572,158.36956,2.7485427
  0.028573,220.71153,4.5342986
  0.028574,205.54885,1.9062839
  0.028578,165.90984,-0.86900692
  0.028581,155.57244,5.843013
  0.028583,144.5216,9.6166857
  0.028585,217.73631,6.083951
  0.028587,21.230097,0.2115656
  0.028588,132.45923,3.5737173
  0.028591,151.83608,4.0793008
  0.028594,310.59426,-5.5686969
  0.028598,138.97119,8.8322029
  0.028598,132.7969,5.0726993
  0.028605,168.41619,0.82099082
  0.028607,177.24771,-2.008812
  0.028612,219.34339,4.8733095
  0.028615,317.32659,-6.1318794
  0.028616,159.86198,5.5628639
  0.028618,8.4097188,-0.81169277
  0.028622,54.6458,-5.8350519
  0.028624,157.86636,0.22527381
  0.028625,348.63348,0.46714363
  0.028628,178.75027,6.9359384
  0.028638,159.4008,5.6036921
  0.028658,153.76113,5.676918
  0.028664,168.04476,7.6697311
  0.028668,218.81243,3.7003829
  0.028672,46.750031,-6.7551091
  0.028674,179.0429,7.0400157
  0.028675,130.59562,2.4973369
  0.028678,157.84528,0.25899332
  0.028678,230.40774,0.46599556
  0.028682,145.89478,4.6072692
  0.028686,157.89649,0.47537546
  0.028688,194.44865,9.8228774
  0.028691,41.081715,-8.0884676
  0.028696,233.42049,-1.8284413
  0.028697,230.87087,-1.4504504
  0.028698,175.02589,-0.90140912
  0.028699,46.302685,-6.6028813
  0.028703,168.44142,0.63793831
  0.028704,175.99841,0.42799942
  0.028711,147.20183,0.92040828
  0.028712,131.72623,2.5600552
  0.028716,224.45091,3.967486
  0.028717,178.77319,9.4375305
  0.028717,319.24494,-6.6035015
  0.028723,230.10231,-0.22521664
  0.028728,130.39307,2.1888366
  0.028729,131.59615,6.2145109
  0.028732,169.93876,6.4086171
  0.028735,125.62083,4.2175677
  0.028740,151.26858,3.626364
  0.028741,151.94138,3.6338797
  0.028755,175.28149,-2.8196874
  0.050125,198.80058,9.5153964
  0.050127,21.719083,-8.5167724
  0.050128,207.0311,5.7081337
  0.050128,324.85913,-0.48742761
  0.050129,214.02117,-1.2596957
  0.050130,242.22946,5.6352029
  0.050131,168.7147,3.3788982
  0.050133,325.74756,-0.94174989
  0.050135,324.81124,1.2324603
  0.050136,224.69775,8.5598664
  0.050136,174.23665,9.2258478
  0.050137,162.3581,-0.56017127
  0.050140,321.4402,1.013158
  0.050142,128.69292,5.8073774
  0.050143,240.18631,2.8891499
  0.050144,196.50543,8.0797181
  0.050152,184.09602,1.2766333
  0.050152,221.85344,8.5794166
  0.050154,233.15623,8.8106429
  0.050154,38.650877,-0.41436451
  0.050159,14.370611,-9.0471547
  0.050160,221.16791,8.9452332
  0.050162,246.50664,9.8638212
  0.050162,199.27819,8.002032
  0.050166,199.12157,8.419457
  0.050166,177.19149,8.4936078
  0.050174,122.00183,7.325848
  0.050181,229.0194,5.5210518
  0.050184,130.44177,3.4069199
  0.050184,173.86844,1.7073478
  0.050185,194.19356,7.796438
  0.050186,164.33742,7.133366
  0.050189,130.79489,3.2290319
  0.050191,165.5523,8.5469104
  0.050193,222.62692,9.6073779
  0.050197,172.54975,1.8273573
  0.050202,321.15824,1.117639
  0.050204,328.96737,-8.9942734
  0.050205,221.43714,8.5400953
  0.050206,198.65379,8.4596426
  0.050209,202.60792,8.5261607
  0.050210,17.423792,1.1544771
  0.050214,191.60033,1.923947
  0.050218,195.3213,8.2152863
  0.050218,26.543802,-9.7896727
  0.050221,204.57676,-1.8467654
  0.050221,229.23937,5.6593059
  0.050222,220.1555,1.3220409
  0.050224,34.460067,-9.6289016
  0.050226,210.24604,2.069561
  0.050228,214.63203,-0.85677678
  0.050230,221.70488,9.1331338
  0.050231,217.15648,6.7617375
  0.050234,122.78313,6.0352286
  0.050234,176.29131,9.9920749
  0.050235,227.70053,0.16628256
  0.050239,229.02677,-0.46510338
  0.050241,219.62876,9.4451337
  0.050242,129.76692,3.6726281
  0.050243,155.76056,9.8046334
  0.050254,221.76378,9.6571086
  0.050255,142.96614,2.7074464
  0.050263,10.644471,-9.0767498
  0.050265,222.51011,9.4205582
  0.050266,121.43667,8.1497495
  0.050267,143.64397,2.460985
  0.050276,322.09263,-0.09760498
  0.050277,154.08065,4.3968492
  0.050277,154.95672,8.6754815
  0.050278,224.09222,9.9930019
  0.050280,233.24988,0.96917801
  0.050281,173.70055,0.77608354
  0.050281,223.08923,8.2902633
  0.050282,233.01225,4.9340841
  0.050283,223.98191,9.5803185
  0.050285,229.14076,-0.37990678
  0.050285,327.35688,1.125835
  0.050291,187.72681,9.3497362
  0.050293,176.25605,-0.80842271
  0.050294,198.50094,8.3181079
  0.050294,203.06648,8.2038812
  0.050295,216.03704,6.678665
  0.050303,194.12522,7.5651407
  0.050303,143.38975,9.8757411
  0.050306,341.30036,0.34322819
  0.050309,219.24002,-1.3985092
  0.050310,326.19993,1.1587684
  0.050310,323.86836,-7.491357
  0.050315,16.646572,1.265323
  0.050316,22.020213,-0.71566719
  0.050316,199.52646,7.1272397
  0.050317,144.31887,1.7069713
  0.050318,193.05732,6.6447295
  0.050323,192.70615,7.7716739
  0.050325,162.50755,0.96074747
  0.050329,195.41818,8.2440328
  0.050330,198.0936,6.5156443
  0.050330,173.93071,1.7595639
  0.050330,130.74364,0.20610623
  0.050332,131.008,5.5779022
  0.050334,227.85463,0.1510953
  0.050334,198.10155,8.6550749
  0.050338,231.50138,0.88827801
  0.050338,158.33258,-0.6016073
  0.050340,182.67624,-0.15889798
  0.050342,219.1797,8.1433248
  0.050349,231.57837,1.0504486
  0.050350,16.242646,0.40137456
  0.050352,214.42123,9.7185367
  0.050353,221.19304,8.6660592
  0.050360,232.58163,0.95374512
  0.050361,143.53553,-0.23516854
  0.050361,327.60044,1.1163471
  0.050362,131.78765,1.8534262
  0.050365,131.95853,5.3839901
  0.050368,143.33647,9.3689377
  0.050369,216.50181,6.7243355
  0.050370,248.05483,9.7373567
  0.050374,229.93855,0.87928045
  0.050375,203.44537,7.1069949
  0.050376,130.23343,2.3419281
  0.050376,30.266204,-9.5234829
  0.050378,130.0427,4.281981
  0.050380,321.81023,0.23593122
  0.050383,171.53541,9.6618169
  0.050391,214.36568,0.63456035
  0.050391,222.32025,9.6280015
  0.050393,226.07416,4.6477562
  0.050393,206.96133,5.4584495
  0.050394,159.09397,2.7655906
  0.050400,321.17309,1.134995
  0.050402,197.76034,9.0551166
  0.050402,170.01206,2.7658945
  0.050403,218.60188,-2.5220847
  0.050406,325.96939,-0.98275435
  0.050407,121.15574,8.1265972
  0.050408,174.26376,6.0848201
  0.050409,170.6921,2.9712935
  0.050411,330.5692,-9.4407904
  0.050412,199.87909,8.5138717
  0.050413,120.83089,8.2582073
  0.050415,323.3805,0.557822
  0.050417,130.69268,5.1381343
  0.050428,203.72949,7.5230007
  0.050434,121.95154,7.0035084
  0.050437,319.55722,0.11412147
  0.050439,133.4433,0.21454148
  0.050444,341.14344,0.29366771
  0.050445,222.66564,9.5706282
  0.050456,223.83341,9.4991196
  0.050457,192.7666,7.4660092
  0.050457,220.9465,9.9089525
  0.050461,131.07263,2.8811592
  0.050476,346.43643,-1.0748575
  0.050480,145.73168,5.3025221
  0.050482,175.23543,6.827288
  0.050489,198.86621,9.8788272
  0.050491,326.15999,1.1111132
  0.050491,227.94145,-2.5013298
  0.050494,232.80915,6.4390272
  0.050497,223.9225,9.540641
  0.050501,316.9553,0.19397819
  0.050505,227.98891,1.8095333
  0.050512,170.11511,-1.0809264
  0.050512,178.54285,0.13854546
  0.050512,15.663103,-0.87875298
  0.050513,123.09076,3.2684659
  0.050516,130.75189,2.6416778
  0.050518,235.96164,9.6401253
  0.050521,130.07573,4.2707826
  0.050522,200.74745,8.0972784
  0.050523,131.69182,1.8308142
  0.050524,154.98724,8.7027043
  0.050525,218.81151,-2.0834369
  0.050531,326.19553,1.1836201
  0.050533,173.63953,-1.8410236
  0.050533,26.595507,-9.8683579
  0.050534,154.09609,4.3034069
  0.050535,358.85296,-9.4417481
  0.050538,23.434452,-9.7261505
  0.050538,26.480244,-8.8673414
  0.050540,161.21743,8.2921048
  0.050541,229.96247,-0.27682389
  0.050541,130.13154,2.1881212
  0.050543,222.63864,9.6905031
  0.050543,28.106308,-8.5542179
  0.050547,226.67065,7.3510741
  0.050549,214.30454,0.79374748
  0.050549,144.06059,2.3336015
  0.050554,207.03516,5.6984186
  0.050554,222.58918,9.6086104
  0.050555,130.85856,5.3433843
  0.050557,216.04581,-0.67890513
  0.050557,204.38037,7.5069951
  0.050558,14.238647,-9.3999823
  0.050562,10.309372,-8.9317688
  0.050563,131.10471,2.3765463
  0.050563,134.77251,1.473035
  0.050564,324.55581,0.44672212
  0.050566,164.32075,-0.61398496
  0.050569,322.8491,-0.07857968
  0.050569,27.234794,-9.8445479
  0.050569,199.12039,5.9019437
  0.050572,177.91767,9.4274013
  0.029571,244.8884,6.9535935
  0.029578,128.91212,8.2002084
  0.029584,224.05221,9.4052085
  0.029592,223.23157,9.8750906
  0.029595,211.7503,-0.8505234
  0.029595,221.54417,8.96884
  0.029603,131.71345,2.5696916
  0.029616,331.6942,-0.67018256
  0.029622,167.45153,8.994053
  0.029630,41.218792,-6.934579
  0.029644,128.74502,6.4701913
  0.029644,184.47038,-0.65722438
  0.029645,220.04945,8.2534146
  0.029649,314.21116,-0.1167432
  0.029650,121.54354,9.1150686
  0.029652,231.13649,8.5450576
  0.029652,185.4329,0.40888069
  0.029653,168.59436,2.5754942
  0.029654,165.72389,7.3478396
  0.029654,320.18108,-6.6880545
  0.029659,223.14636,9.9099178
  0.029660,332.59384,-0.14139049
  0.029663,221.41633,-1.7186268
  0.029667,207.96838,3.4550197
  0.029667,349.56131,0.76586697
  0.029668,212.88696,-3.2197492
  0.029670,212.73065,-2.2148688
  0.029672,147.54272,9.3383837
  0.029680,321.91519,-1.1021868
  0.029682,47.798157,-8.4686146
  0.029686,128.98982,6.8625179
  0.029687,41.542574,-0.44878567
  0.029690,200.08668,5.4876524
  0.029699,44.878438,-8.2194851
  0.029704,325.2379,0.24278141
  0.029705,214.26732,-2.8609421
  0.029708,214.48097,-2.6926611
  0.029708,125.99811,4.2460102
  0.029709,350.91143,1.2263274
  0.029711,172.8194,0.22314416
  0.029711,51.558579,-1.0782993
  0.029712,314.2064,-0.2377698
  0.029719,211.69443,-1.478292
  0.029723,218.48822,-0.30116819
  0.029724,333.07037,0.54556943
  0.029726,226.39237,5.1669729
  0.029727,191.08119,4.4253784
  0.029727,127.85646,6.6968098
  0.029728,168.00785,3.0444641
  0.029728,170.38724,3.172233
  0.029731,130.85297,8.0797106
  0.029732,310.579,-5.5581823
  0.029734,169.85246,8.7747184
  0.029738,198.74584,-2.7319998
  0.029739,225.11498,6.4547468
  0.029739,46.141821,-6.3530447
  0.029741,198.54046,0.92166637
  0.029742,166.24219,6.121147
  0.029742,349.87325,1.0162168
  0.029746,215.77287,3.7735933
  0.029746,48.561507,-6.0863908
  0.029747,146.7736,8.9910613
  0.029754,148.03446,4.252297
  0.029754,221.23533,-2.6113517
  0.029758,47.911915,-7.9407676
  0.029768,217.99756,1.5814036
  0.029775,349.56529,0.26117946
  0.029780,324.20197,-7.5916515
  0.029780,168.49817,-0.76498128
  0.029781,146.69939,2.7817424
  0.029783,209.20129,0.6228272
  0.029784,218.23403,1.8957363
  0.029786,225.94331,9.0808722
  0.029792,148.58493,-0.31146803
  0.029793,167.46803,9.5194363
  0.029794,349.85821,1.1452893
  0.029794,323.38104,1.1654688
  0.029795,313.2814,-0.40225547
  0.029801,173.81095,-3.1542215
  0.029805,205.28365,6.4209649
  0.029806,219.87896,7.6204671
  0.029807,229.85688,-0.90524061
  0.029809,226.21796,9.5002839
  0.029816,224.72612,1.9909116
  0.029817,51.423435,-1.0275931
  0.029818,198.53427,0.93740212
  0.029822,229.31033,7.0213768
  0.029824,208.40582,3.650058
  0.029828,170.86638,2.8693708
  0.029833,225.51453,9.862437
  0.029841,34.748532,0.32999096
  0.029845,46.398697,1.242624
  0.029847,218.8961,4.0544153
  0.029848,11.153903,-9.7667884
  0.029849,225.18878,9.2545772
  0.029857,147.39504,4.9034376
  0.029858,170.60608,1.1894803
  0.029861,208.68607,0.11509863
  0.029864,313.6351,0.04197235
  0.029866,26.18092,-9.0780269
  0.029866,337.23591,-8.8733086
  0.029869,147.17049,9.0087909
  0.029869,187.27877,1.1540083
  0.029883,41.528298,-7.6343488
  0.029884,184.91362,-0.75082782
  0.029885,158.19934,4.1959731
  0.029890,349.95987,1.0695644
  0.029894,324.71415,-0.81464663
  0.029895,236.07372,1.4755924
  0.029897,208.68558,0.11839871
  0.029897,26.141179,-8.7731025
  0.029899,131.16137,2.410983
  0.029902,210.09178,-2.3158934
  0.029908,43.501052,-7.2795239
  0.029917,219.48635,6.3850912
  0.029919,130.88821,2.2110393
  0.029924,168.94021,3.967171
  0.029931,41.159161,-8.3140652
  0.029935,133.63871,7.5640512
  0.029938,219.88677,3.925272
  0.029940,184.86192,-1.6997938
  0.029942,218.54694,0.61574819
  0.029943,219.58863,9.2276447
  0.029943,208.50432,0.7009913
  0.029945,323.52923,0.3689263
  0.029946,313.88582,0.10983809
  0.029948,169.7853,2.7198087
  0.029948,167.82392,3.198002
  0.029949,170.50233,9.2054364
  0.029950,212.90541,-2.3780055
  0.029961,313.62688,-0.13913079
  0.029965,215.94178,9.2364933
  0.029965,226.75231,7.2212753
  0.029969,41.189233,-8.1641621
  0.029970,219.58599,8.4237787
  0.029972,349.50565,1.0870243
  0.029980,227.47033,6.4010052
  0.029983,52.19592,-0.69210215
  0.029990,350.09157,1.2301
  0.029992,219.532,9.4153726
  0.029997,217.9022,-1.5924496
  0.029999,171.28687,0.99556977
  0.030004,217.44188,-0.15240642
  0.030005,201.48589,-2.4954363
  0.030012,209.56346,3.9982875
  0.030016,146.71469,2.382196
  0.030019,233.10371,0.68799499
  0.030020,123.87109,8.3452605
  0.030022,125.39476,3.1743884
  0.030023,218.23057,1.8691694
  0.030024,51.641451,-1.102391
  0.030027,123.56442,7.6020206
  0.030032,229.41481,9.9649476
  0.030032,149.16162,8.4894078
  0.030033,210.36107,-2.7127494
  0.030035,233.00303,1.9073711
  0.030036,215.17699,9.8550926
  0.030040,198.45567,0.53004857
  0.030041,124.82149,3.7929733
  0.030042,216.45785,9.425613
  0.030043,349.52884,-1.0959871
  0.030045,322.26267,-0.47356137
  0.030046,322.33737,-0.17400179
  0.030046,41.493088,-0.25829242
  0.030048,218.29417,3.9425057
  0.030052,168.00176,4.1302884
  0.030054,224.78203,9.2058803
  0.030057,218.6111,3.7095413
  0.030057,322.86655,0.89336733
  0.030058,232.23437,2.6922897
  0.030060,169.61292,9.7396695
  0.030061,124.53295,6.8996195
  0.030061,225.39523,8.9460343
  0.030067,182.45564,5.0946857
  0.030069,43.952087,-7.0801609
  0.030075,133.88413,9.8124855
  0.030083,217.87853,1.1175591
  0.030088,58.061571,0.37802379
  0.030097,217.0819,-1.6057023
  0.030098,191.88732,4.5608205
  0.030098,219.41202,9.3335512
  0.030108,56.790952,1.0995078
  0.030111,147.08549,2.8984078
  0.030120,207.77527,0.46225197
  0.030123,226.42431,5.0950671
  0.030126,170.32279,9.152369
  0.030133,167.60457,3.3607753
  0.030136,128.42194,6.1962856
  0.030137,129.64053,7.2083653
  0.030138,39.619469,-8.1060663
  0.030142,217.18899,-0.49164315
  0.030142,149.55921,9.1853589
  0.030146,135.80403,9.618987
  0.030147,44.881284,-6.8166869
  0.030149,330.81665,0.571085
  0.030149,129.83784,7.5093487
  0.030154,121.89271,5.8963109
  0.030157,338.24937,-8.8420847
  0.030160,144.95767,-0.56153035
  0.030160,323.05156,-0.18717478
  0.030161,330.92013,0.52656044
  0.030170,63.048124,-4.8742066
  0.030171,226.06725,5.8227458
  0.030177,216.24766,-1.8685524
  0.052534,125.55118,7.833013
  0.052534,180.53715,-3.0268813
  0.052536,330.26999,-9.1720663
  0.052536,194.14905,-2.9193384
  0.052545,49.230023,0.34880669
  0.052552,320.91587,-8.02766
  0.052552,39.157471,1.106573
  0.052555,227.95458,5.5928191
  0.052557,212.08556,-0.67546128
  0.052558,230.92198,2.6667121
  0.052559,324.92072,-6.9906491
  0.052563,53.219959,-7.0008478
  0.052564,340.79074,-0.30867419
  0.052564,227.49481,6.565635
  0.052565,124.24741,9.5961017
  0.052566,214.13502,0.07133889
  0.052567,214.55839,0.25806309
  0.052570,18.268211,-9.3907879
  0.052574,326.59953,-7.6606338
  0.052574,233.31598,1.6258047
  0.052576,210.6562,-2.1513961
  0.052578,227.33519,6.7411445
  0.052580,135.19089,0.071133
  0.052580,134.54606,6.8471674
  0.052583,4.9017255,-9.4453405
  0.052585,230.37473,3.9196106
  0.052585,323.16649,-6.6178524
  0.052586,122.08262,9.0173094
  0.052593,326.27075,-7.4076909
  0.052595,239.83256,5.1273905
  0.052595,239.64736,5.9142399
  0.052597,121.45949,7.5534882
  0.052598,212.71146,2.7775149
  0.052599,165.37878,3.252342
  0.052602,157.50218,8.9145893
  0.052604,165.01717,6.1879608
  0.052604,210.25026,-2.2895696
  0.052611,217.9763,7.7534189
  0.052615,155.18182,-1.016989
  0.052619,195.48492,8.6812244
  0.052621,134.1197,0.89658174
  0.052622,325.19965,-7.9465727
  0.052630,324.99631,-8.1272223
  0.052632,18.259294,-9.21398
  0.052634,340.62459,-0.39289398
  0.052634,202.0424,8.4119129
  0.052636,162.22032,8.0253236
  0.052637,211.92359,8.1448724
  0.052638,170.46653,2.6865981
  0.052641,130.92042,8.3171176
  0.052642,157.51428,8.8956052
  0.052644,164.46068,6.1298498
  0.052644,325.35151,-7.8193306
  0.052645,127.21718,8.3036306
  0.052648,319.70312,-8.2778989
  0.052653,123.97666,3.883244
  0.052654,230.1426,2.0344694
  0.052657,18.616281,-0.03754452
  0.052660,140.92832,2.00335
  0.052660,325.26546,-6.9116796
  0.052660,198.94342,9.2952364
  0.052661,201.072,7.7595529
  0.052662,334.21853,-9.4676712
  0.052664,157.50317,8.2701218
  0.052664,325.09529,-8.1633579
  0.052665,39.160026,1.1528906
  0.052666,218.03498,0.41115744
  0.052671,198.78497,9.3487293
  0.052672,159.34683,4.1764827
  0.052673,229.41423,4.1193264
  0.052676,337.60451,-9.3449523
  0.052678,164.096,6.9101281
  0.052679,190.74811,4.3664726
  0.052683,164.83719,4.2305821
  0.052683,231.25355,2.9136136
  0.052685,216.92701,-2.3857306
  0.052687,121.33812,9.7816615
  0.052689,167.55146,4.0563229
  0.052692,230.06909,2.6484607
  0.052692,234.30085,3.5780428
  0.052693,200.11159,7.5501762
  0.052694,55.207261,-5.3719894
  0.052696,229.23648,3.8376079
  0.052699,215.57495,5.0096956
  0.052702,198.75562,6.9849688
  0.052704,135.4732,0.39556039
  0.052705,123.64209,6.9076984
  0.052707,329.34588,-8.0286905
  0.052707,160.97874,5.9584505
  0.052708,125.46973,8.0830966
  0.052711,131.02624,-0.42260177
  0.052715,212.22796,8.3497725
  0.052715,164.58847,7.1249226
  0.052722,227.37974,6.1558976
  0.052722,157.48406,8.9382644
  0.052723,240.29473,5.280175
  0.052724,315.60045,9.9709449
  0.052726,313.75783,-0.04206303
  0.052729,171.87487,-3.6438261
  0.052731,122.1726,8.3971254
  0.052732,217.69692,8.3266421
  0.052740,187.3393,3.0015348
  0.052741,122.17633,8.8625842
  0.052746,124.53383,7.1948531
  0.052747,146.38135,-0.38646442
  0.052748,164.97085,4.6927269
  0.052754,219.92742,9.6294575
  0.052754,207.52734,7.2719648
  0.052754,134.95831,0.80741835
  0.052755,194.7424,2.9756414
  0.052755,313.5675,-0.68463245
  0.052762,231.18383,5.2678689
  0.052765,324.10154,-8.0102682
  0.052765,122.37437,5.4998184
  0.052769,210.84785,5.5506963
  0.052770,132.70244,-0.21549228
  0.052771,231.46948,2.8802627
  0.052779,137.55211,3.060562
  0.052780,217.04634,5.5744814
  0.052782,179.74162,7.8144666
  0.052782,215.06157,-0.07936315
  0.052783,225.60401,0.72605576
  0.052785,13.594232,-9.9532088
  0.052786,126.42225,9.7761812
  0.052787,135.42188,0.82865246
  0.052788,215.33634,2.426119
  0.052788,134.2013,0.69210927
  0.052794,339.90103,-0.69131984
  0.052798,315.95988,0.29055946
  0.052798,188.47631,9.8824164
  0.052800,24.579845,0.54453965
  0.052801,208.62396,5.7438201
  0.052802,219.36916,8.6966986
  0.052805,314.70625,-0.42193257
  0.052806,123.28111,3.8217004
  0.052807,324.42092,-7.7362932
  0.052809,213.62543,1.9153786
  0.052809,214.06527,3.7132813
  0.052809,193.75339,-3.1587856
  0.052813,229.67852,0.44681252
  0.052813,141.64744,4.0607969
  0.052813,162.13612,8.1254491
  0.052817,157.527,8.0903252
  0.052818,215.46092,-0.41855364
  0.052818,323.77031,-7.6659581
  0.052819,322.19091,-0.4302693
  0.052823,207.67531,7.3101233
  0.052823,214.61409,1.87204
  0.052824,230.8796,5.0519295
  0.052825,180.26969,6.4477161
  0.052826,202.17704,8.0594511
  0.052827,152.0594,5.0800159
  0.052836,134.7128,1.4696268
  0.052841,123.95035,6.975093
  0.052841,165.32946,4.2508487
  0.052842,231.75865,3.6586256
  0.052845,213.12846,0.9005062
  0.052853,162.17377,7.5541189
  0.052864,155.28066,-0.55947285
  0.052865,229.89789,3.606929
  0.052867,134.28218,1.4145816
  0.052869,175.06172,-1.2052754
  0.052870,214.32982,0.05101967
  0.052870,132.85366,0.02459921
  0.052874,175.01603,7.4903019
  0.052879,29.099111,-9.6266982
  0.052880,194.65378,2.835497
  0.052882,175.3542,-2.4962128
  0.052884,186.87108,5.2417883
  0.052887,193.52824,-2.4559589
  0.052891,204.64988,-1.4510929
  0.052892,121.88482,5.4158442
  0.052893,332.77033,-0.28056549
  0.052894,122.29301,8.2996396
  0.052900,209.6154,5.5764958
  0.052903,214.48346,0.6766512
  0.052904,123.30371,6.2741973
  0.052906,162.45589,7.538377
  0.052906,162.48792,9.1214959
  0.052907,213.61318,1.7328178
  0.052907,153.06566,9.3936186
  0.052907,219.0374,8.2640177
  0.052907,216.97279,-2.5858083
  0.052909,240.0885,5.782107
  0.052910,135.23706,-0.27561041
  0.052910,228.92705,-0.02743547
  0.052911,28.677985,-9.7829616
  0.052912,9.459131,-9.0908314
  0.052912,229.79064,1.0631102
  0.052913,325.81682,-6.9004278
  0.052914,9.9483534,-9.803053
  0.052916,56.07652,-0.63505184
  0.052919,343.89163,0.9045833
  0.052934,198.65521,5.3396368
  0.052934,134.96461,0.02232377
  0.052936,316.32546,-7.2572123
  0.052939,202.52742,7.7206907
  0.052944,50.785176,0.34208979
  0.052945,196.70453,9.0436806
  0.052946,142.03026,2.2677442
  0.052949,239.61659,5.924925
  0.052950,135.21857,0.0968244
  0.052953,160.40317,6.2828128
  0.052954,219.43719,8.8503278
  0.050575,141.58443,1.878435
  0.050579,235.94536,9.6379176
  0.050579,173.23897,-2.6841494
  0.050579,317.99086,0.17019765
  0.050580,318.48627,0.1144453
  0.050586,184.83689,-0.24152164
  0.050593,141.25315,1.8032691
  0.050593,161.26635,8.3192605
  0.050601,238.82808,7.8408122
  0.050601,210.99993,-1.6648149
  0.050606,192.78948,7.5894839
  0.050607,246.30224,9.8301842
  0.050608,199.61952,7.5356908
  0.050609,143.28418,9.1850209
  0.050610,200.68195,7.8093496
  0.050611,28.521864,-9.0713178
  0.050613,121.74377,7.0195923
  0.050614,204.71843,7.5393989
  0.050614,154.8163,9.1124904
  0.050615,174.66624,4.8399372
  0.050618,233.02725,6.0171987
  0.050618,219.18265,8.124555
  0.050618,231.7107,0.59012927
  0.050621,170.33531,8.5431608
  0.050621,226.29847,7.6440184
  0.050621,325.71603,-6.9231004
  0.050621,200.04637,7.6013218
  0.050624,191.20745,1.8696904
  0.050625,29.020373,-8.0881717
  0.050626,227.40581,2.4283213
  0.050629,318.37117,0.04002644
  0.050634,142.55669,2.3812445
  0.050636,228.01749,1.6235631
  0.050637,175.38913,4.9079328
  0.050639,149.32109,9.3130146
  0.050647,199.17794,5.9653494
  0.050648,172.02738,-1.6722533
  0.050650,324.79657,-0.463158
  0.050650,176.20236,5.3644083
  0.050651,199.21802,7.2597491
  0.050651,199.00851,8.7936862
  0.050653,159.65576,8.9759085
  0.050654,323.94558,0.32510602
  0.050657,162.73241,2.5621946
  0.050657,320.82285,-0.49823685
  0.050658,173.16723,-2.422546
  0.050658,315.44395,0.17014815
  0.050665,215.48581,-0.7008904
  0.050673,15.327974,-0.85147537
  0.050674,221.10959,9.3126366
  0.050687,247.77831,9.0208773
  0.050687,227.50167,0.05491167
  0.050691,129.43601,5.3965496
  0.050694,218.42116,-2.05309
  0.050698,10.877064,-9.7331482
  0.050701,16.100464,0.29460371
  0.050701,246.42093,8.7491919
  0.050701,136.43167,1.1319156
  0.050701,193.6161,2.6832936
  0.050702,55.746583,-6.9293038
  0.050706,230.67786,-0.85586782
  0.050713,161.12725,1.3797724
  0.050714,235.38609,1.4457199
  0.050715,140.98396,1.8344199
  0.050715,201.7005,8.0966461
  0.050716,204.13897,-3.0465743
  0.050717,165.99382,1.7234882
  0.050717,157.44399,3.5459278
  0.050719,222.67329,9.477511
  0.050721,219.37553,-0.84073512
  0.050722,154.03498,4.2446199
  0.050722,226.0232,5.4273212
  0.050726,201.30812,8.0704274
  0.050731,176.61236,5.8425024
  0.050735,144.37038,-0.28942308
  0.050735,322.02015,-1.0265721
  0.050737,317.28536,0.17795588
  0.050738,161.89612,6.7614272
  0.050741,160.49732,0.96425397
  0.050746,143.90997,2.9296714
  0.050749,229.12216,-0.40128077
  0.050749,321.75092,-0.11546198
  0.050750,233.01527,4.9512316
  0.050756,214.18689,1.7969893
  0.050757,222.60099,9.5615008
  0.050758,224.98749,8.7004691
  0.050758,325.13765,0.06812965
  0.050758,130.01937,2.5490702
  0.050759,130.86215,0.44397859
  0.050760,222.59252,9.5082605
  0.050760,148.33277,9.3523684
  0.050760,215.93474,6.6078353
  0.050763,246.80748,9.4795266
  0.050763,176.49114,6.6241149
  0.050765,175.77206,6.9209109
  0.050765,130.35587,0.61876795
  0.050769,205.1631,7.4568023
  0.050770,320.42697,-0.03939143
  0.050771,157.57831,1.2472145
